canonical,variants,count
L.B.VAN DER BRAA,L.B.VAN DER BRAA,1
F. CORNHAUS,F. CORNHAUS,1
P.DELEHAyE,P.DELEHAyE,1
J. B. DUBOIS,J. B. DUBOIS,1
F.EICHHORST,F.EICHHORST,1
G.FLORSCHUTZ,G.FLORSCHUTZ,1
L.GENEROSO,L.GENEROSO,1
JEAN GERVAIS,JEAN GERVAIS,1
G.DEGROOT,G.DEGROOT,1
HEINRICH HACKER,HEINRICH HACKER,1
J.F.HERRLICH,J.F.HERRLICH,1
J.HESS,J.HESS,1
R. HIRTH,R. HIRTH,1
J.ISABEy,J.ISABEy,1
M. JUMSTREy,M. JUMSTREy,1
H.MARSHALCK,H.MARSHALCK,1
EDWINSCHARFF,EDWINSCHARFF,1
B.SPEER,B.SPEER,1
VIKTOR STRETTE,VIKTOR STRETTE,1
V.VETTER,V.VETTER,1
WARMIA VON ZARZECKI,WARMIA VON ZARZECKI,1
Max Ferd. Bredt,Max Ferd. Bredt,1
Albert Berg,Albert Berg,1
E.Buchka-Lenbach,E.Buchka-Lenbach,1
Cecil Cutler,Cecil Cutler,1
Ferdinand Graf von Harrach,Ferdinand Graf von Harrach,1
Wilhelm Emil Robert Heck,Wilhelm Emil Robert Heck,1
Eduard Alexander Hilverdink,Eduard Alexander Hilverdink,1
N. Hisano,N. Hisano,1
W. Hock,W. Hock,1
Carl Hummel,Carl Hummel,1
Arthur Koch,Arthur Koch,1
Maria Krauskopf,Maria Krauskopf,1
C. Lieske,C. Lieske,1
Karl Mossdorf,Karl Mossdorf,1
Hermann Osthoff,Hermann Osthoff,1
L.Pernett,L.Pernett,1
Raufer-Sedlacek,Raufer-Sedlacek,1
W.Rossi,W.Rossi,1
G.Woykofsky,G.Woykofsky,1
Hans Sam,Hans Sam,1
Erwin Starker,Erwin Starker,1
Camill Stuchlick,Camill Stuchlick,1
G. Theis,G. Theis,1
Max Eduard Waidraff,Max Eduard Waidraff,1
Th.Werner,Th.Werner,1
Ferd.Zix,Ferd.Zix,1
Tito Chelazzi,Tito Chelazzi,1
Johann Franz Beich,Johann Franz Beich,1
J. G. van Bemmel,J. G. van Bemmel,1
Pierre Lucas Charles Ciceri,Pierre Lucas Charles Ciceri,1
Conrad Geiger,Conrad Geiger,1
F.Parmigianino,F.Parmigianino,1
Alois Schweiglander,Alois Schweiglander,1
A. Scari,A. Scari,1
H. de Heer,H. de Heer,1
H. J. Westerberg,H. J. Westerberg,1
P.Goebel,P.Goebel,1
V.Langley,V.Langley,1
V.Zeppenfeld,V.Zeppenfeld,1
A.Rotho,A.Rotho,1
E.von Dreifuss,E.von Dreifuss,1
H. Reuss,H. Reuss,1
Otto Bestandig,Otto Bestandig,1
P.Brofet,P.Brofet,1
F.Bendel,F.Bendel,1
Georg Kemmnitz,Georg Kemmnitz,1
A. de Luigi,A. de Luigi,1
Blanche Warburg,Blanche Warburg,1
R.Crell,R.Crell,1
Emma v. Miller,Emma v. Miller,1
Martin Peter Georg Feddersen,Martin Peter Georg Feddersen,1
Franz Dietrich,Franz Dietrich,1
Professor Hugo Vogel,Professor Hugo Vogel,1
Marianne Stokes,Marianne Stokes,1
Hertling,Hertling,1
Theo Bartelt,Theo Bartelt,1
A. Hoser,A. Hoser,1
Arnold Lyongrun,Arnold Lyongrun,1
B.v. Heldf,B.v. Heldf,1
Franz L. Stuhlmann,Franz L. Stuhlmann,1
Cornelis v. Doel,Cornelis v. Doel,1
Professor Heerenburg,Professor Heerenburg,1
Eugen Kruger,Eugen Kruger,1
Loni Melange,Loni Melange,1
Georg Herbert Mac Cord,Georg Herbert Mac Cord,1
G.Edmund Brieger,G.Edmund Brieger,1
Friedrich Wilhelm Lucas,Friedrich Wilhelm Lucas,1
H.Mikow,H.Mikow,1
Jarren,Jarren,1
Lud. Ritter,Lud. Ritter,1
Hugo Schwindrazheim,Hugo Schwindrazheim,1
Wierusz Alfred von Kowalski,Wierusz Alfred von Kowalski,1
Monogramm A.G.,Monogramm A.G.,1
Christoffer Suhr,Christoffer Suhr,1
Paul Matzel,Paul Matzel,1
C. Sutor,C. Sutor,1
Meta Meyer,Meta Meyer,1
BAKHUIJZEN,BAKHUIJZEN,1
DIEPRAM,DIEPRAM,1
PASTELLMALER,PASTELLMALER,1
DAN. NICOL. CHODOWIECKI,DAN. NICOL. CHODOWIECKI,1
HANS GROY,HANS GROY,1
P. SEELAND,P. SEELAND,1
JACOBUS AUGUSTINI,JACOBUS AUGUSTINI,1
JAN JACOB SCHALCH,JAN JACOB SCHALCH,1
SEBASTIEN LECLERC d.A.,SEBASTIEN LECLERC d.A.,1
A.MAHNKE,A.MAHNKE,1
C.v.HAFFTEN,C.v.HAFFTEN,1
W.BECKER-CASSEL,W.BECKER-CASSEL,1
C.CASPAR,C.CASPAR,1
B. GEORGES,B. GEORGES,1
CLARA v.WILLE,CLARA v.WILLE,1
SIEGFR. BERNDT,SIEGFR. BERNDT,1
A.von BENSA,A.von BENSA,1
TR.STEINTHAL,TR.STEINTHAL,1
K.K.ROTNICKI,K.K.ROTNICKI,1
H. VIOLETT,H. VIOLETT,1
P.BARTHEL,P.BARTHEL,1
M.DOPPELMAYR,M.DOPPELMAYR,1
A.BLUMANN,A.BLUMANN,1
E.PREYER,E.PREYER,1
G.SALVIATI,G.SALVIATI,1
G.PEIXOTTI,G.PEIXOTTI,1
C. CONTIN,C. CONTIN,1
ALEXANDREJOSEPH DAIWAILLE,ALEXANDREJOSEPH DAIWAILLE,1
EMIL GORTZ,EMIL GORTZ,1
L.E.LAMy,L.E.LAMy,1
E.JOSEF MUHLBECK,E.JOSEF MUHLBECK,1
FRIEDR.MORITZ WENDLER,FRIEDR.MORITZ WENDLER,1
Karl Stirmert,Karl Stirmert,1
R. Toerderreutber,R. Toerderreutber,1
Hans Pfeiffer Jincben,Hans Pfeiffer Jincben,1
Hos.Mar.Tiscber Coln,Hos.Mar.Tiscber Coln,1
B.Heroux,B.Heroux,1
Ricbard Miller,Ricbard Miller,1
Max Biebermann Berlin,Max Biebermann Berlin,1
K. E. Olsewski,K. E. Olsewski,1
Kurt Haase-gastrom Berlin,Kurt Haase-gastrom Berlin,1
T.Miller-JMinster Berlin,T.Miller-JMinster Berlin,1
gob. Hanscb Berlin,gob. Hanscb Berlin,1
G. Waltenberger,G. Waltenberger,1
Tr. Micbael Pfeiffer,Tr. Micbael Pfeiffer,1
H. Hausamann Karlsrube,H. Hausamann Karlsrube,1
Gotfr. oon Hoven,Gotfr. oon Hoven,1
Wlad. Magidey,Wlad. Magidey,1
JM. Steinleitner,JM. Steinleitner,1
Karl Heffner Mincben-Berlin,Karl Heffner Mincben-Berlin,1
Hermann Graf Weimar,Hermann Graf Weimar,1
Ricbard Sdroeter Berlin,Ricbard Sdroeter Berlin,1
A.T.Harper,A.T.Harper,1
Hob. .Riedinger Art,Hob. .Riedinger Art,1
G.B.Diazetta.Kreis,G.B.Diazetta.Kreis,1
Hamiso,Hamiso,1
Th.A.Mattenbeimer,Th.A.Mattenbeimer,1
8.K.Seekate,8.K.Seekate,1
T.Hoepenaar,T.Hoepenaar,1
Th.willeborts.Bosscbaert,Th.willeborts.Bosscbaert,1
T.Hoffmann-Tallersleben,T.Hoffmann-Tallersleben,1
G.A.Sblabite,G.A.Sblabite,1
Willi Urbans,Willi Urbans,1
A.Bohnhorst,A.Bohnhorst,1
J.Mucholt,J.Mucholt,1
Piet Boomgaard,Piet Boomgaard,1
E.Bassi,E.Bassi,1
J. Balich,J. Balich,1
Aenderly-Moller,Aenderly-Moller,1
A.Kister,A.Kister,1
Christian Anhauser,Christian Anhauser,1
Sapho,Sapho,1
A. Cavaye,A. Cavaye,1
D.Lewenstein,D.Lewenstein,1
H. Gilgenberger,H. Gilgenberger,1
Professor Eduard Huber,Professor Eduard Huber,1
H. Miller~Cornelius,H. Miller~Cornelius,1
C. Albany,C. Albany,1
Professor Julius Simmonds,Professor Julius Simmonds,1
Professor Lagorio,Professor Lagorio,1
Edmond Marthe Alphonse Andre,Edmond Marthe Alphonse Andre,1
L.A. Girardot,L.A. Girardot,1
Professor Hans W. Schmidt,Professor Hans W. Schmidt,1
Edmund Guido Hammer,Edmund Guido Hammer,1
Hans Rehder,Hans Rehder,1
Fritz Wagner,Fritz Wagner,1
Professor Johann Michael Heinrich Hoffmann,Professor Johann Michael Heinrich Hoffmann,1
C. Wilberg,C. Wilberg,1
Johannes Marx,Johannes Marx,1
Hofmaler Adolph Stademan,Hofmaler Adolph Stademan,1
Karl Augusteyn Wanters,Karl Augusteyn Wanters,1
C.G. Scoft,C.G. Scoft,1
Karoli Bachmann,Karoli Bachmann,1
Joseph Urbain Melin,Joseph Urbain Melin,1
Alfons Bodenmuiller,Alfons Bodenmuiller,1
W.Spanier,W.Spanier,1
Professor Adrien Schulz,Professor Adrien Schulz,1
E.von Ballersheim,E.von Ballersheim,1
Professor Theodor Hummel,Professor Theodor Hummel,1
Dirk van Lokhorst,Dirk van Lokhorst,1
Henri Meunier,Henri Meunier,1
J.Hochstuhl,J.Hochstuhl,1
O'Lynch,O'Lynch,1
Professor A. Gumlich-Kempf,Professor A. Gumlich-Kempf,1
ulisse Louis Auguste Butin,ulisse Louis Auguste Butin,1
Madame Thorel,Madame Thorel,1
Eliseo Meifren y Roig,Eliseo Meifren y Roig,1
Professor Friedrich Klein Chevalier,Professor Friedrich Klein Chevalier,1
Bertha Wegmann,Bertha Wegmann,1
Professor L. M. Roth,Professor L. M. Roth,1
Professor Johannes Raphael Wehle,Professor Johannes Raphael Wehle,1
Professor Ludwig Correggio,Professor Ludwig Correggio,1
Professor Elimar ulrich Piglhein,Professor Elimar ulrich Piglhein,1
Beve,Beve,1
E.Hillma,E.Hillma,1
Johannes Hassebrauck,Johannes Hassebrauck,1
D.Lick,D.Lick,1
Th. Kutschmann,Th. Kutschmann,1
Heinz Pfeiffert,Heinz Pfeiffert,1
Theodor Fligge,Theodor Fligge,1
R. Sebihuh,R. Sebihuh,1
F.Del.Compo,F.Del.Compo,1
Erwin Uemmb,Erwin Uemmb,1
Alexander Hugo Bakker-Korff,Alexander Hugo Bakker-Korff,1
Gottlieb Bodmer,Gottlieb Bodmer,1
Heinrich Burnitz,Heinrich Burnitz,1
Pierre Jan Edmond Castan,Pierre Jan Edmond Castan,1
Otto Gaupp,Otto Gaupp,1
K. Goll,K. Goll,1
F. Gubitz,F. Gubitz,1
I.van der Helder,I.van der Helder,1
H.Leibnitz,H.Leibnitz,1
Camill Maklot,Camill Maklot,1
Carl Friedrich Freiherr von Otterstedt,Carl Friedrich Freiherr von Otterstedt,1
Otto P.,Otto P.,1
Alexis Joseph Perignon,Alexis Joseph Perignon,1
Jan Francois Portaels,Jan Francois Portaels,1
A.Rebstock,A.Rebstock,1
von Ruckert,von Ruckert,1
Natale Schiavoni,Natale Schiavoni,1
Eugen Schlipf,Eugen Schlipf,1
Franz Seraph Stirnbrand,Franz Seraph Stirnbrand,1
Josef Sutter,Josef Sutter,1
C.Wabel,C.Wabel,1
L.Zanders,L.Zanders,1
Joseph Cremer,Joseph Cremer,1
J.Evrard,J.Evrard,1
W.Grabheim,W.Grabheim,1
Ad. Heller,Ad. Heller,1
Frieda Honigmann,Frieda Honigmann,1
H. Jetschmann,H. Jetschmann,1
K. J. Joest,K. J. Joest,1
Engelbert Mainzer,Engelbert Mainzer,1
P.MaB,P.MaB,1
H. Maurus,H. Maurus,1
G. H. Minch,G. H. Minch,1
P.S.M,P.S.M,1
H.Notthoff,H.Notthoff,1
R.Ofgen,R.Ofgen,1
A. Sant,A. Sant,1
Karl Friedr. Seiffert,Karl Friedr. Seiffert,1
Chr. Sell d.Ae.,Chr. Sell d.Ae.,1
Stickelberg,Stickelberg,1
Friedrich Thomas,Friedrich Thomas,1
R. O. Unverdrob,R. O. Unverdrob,1
Aloys Venth,Aloys Venth,1
F.Weinand,F.Weinand,1
Joseph Andreas Weib,Joseph Andreas Weib,1
Pieter Claesz Heda,Pieter Claesz Heda,1
"Barbe,J. Baptista","Barbe,J. Baptista",1
"Mayr, Joh.Bapt.","Mayr, Joh.Bapt.",1
Adolf Bermann,Adolf Bermann,1
G.Bird,G.Bird,1
Natalie von Bourthoff,Natalie von Bourthoff,1
Eugene Damas,Eugene Damas,1
E. Detaille,E. Detaille,1
Tary Golay,Tary Golay,1
H.Harvey,H.Harvey,1
1.1.Henner,1.1.Henner,1
Dora Heyer,Dora Heyer,1
Huisum,Huisum,1
Kropp,Kropp,1
Karl Kunz,Karl Kunz,1
F.Lauterer,F.Lauterer,1
P.Leuterit,P.Leuterit,1
Lichtenheld,Lichtenheld,1
A. Marco,A. Marco,1
Th.Meldahl,Th.Meldahl,1
v.Molsberg,v.Molsberg,1
Ada von Pagenhardt,Ada von Pagenhardt,1
B.Pfluger,B.Pfluger,1
A.Ray,A.Ray,1
E.Reckziegel,E.Reckziegel,1
1.Rettig,1.Rettig,1
Emil Rumpf,Emil Rumpf,1
G.H.SagstÃ¤tter,G.H.SagstÃ¤tter,1
E.Serra,E.Serra,1
B.St.,B.St.,1
Techanska,Techanska,1
M.Trube,M.Trube,1
Vincelet,Vincelet,1
Ludwig Christian Wagner,Ludwig Christian Wagner,1
C.Berndt v.Walde,C.Berndt v.Walde,1
Robert Weise,Robert Weise,1
W.A.Wenkip,W.A.Wenkip,1
Eduard Wittmuller,Eduard Wittmuller,1
E.Zumbeck,E.Zumbeck,1
H. Pinci,H. Pinci,1
Cl. de Bout,Cl. de Bout,1
S.Hedel,S.Hedel,1
Kruger,Kruger,1
Belavary,Belavary,1
Hermann Baton,Hermann Baton,1
Bruno Vollmer,Bruno Vollmer,1
Thorel,Thorel,1
Reitter,Reitter,1
A.v.Kaan,A.v.Kaan,1
W. Lineburg,W. Lineburg,1
V.v.Weiher,V.v.Weiher,1
Gusti Eisenkolb-Florian,Gusti Eisenkolb-Florian,1
A.Niemeyer,A.Niemeyer,1
Edmond Marthe AndrÃ©,Edmond Marthe AndrÃ©,1
Franz Josef Ad. Cornelius Graf,Franz Josef Ad. Cornelius Graf,1
Chrishian Ofto,Chrishian Ofto,1
Maria Luisa De Nobili,Maria Luisa De Nobili,1
Henry Richard Fehdmer,Henry Richard Fehdmer,1
Ph. Janowib,Ph. Janowib,1
W. Spanier,W. Spanier,1
Stanzenore Deern Hezeman,Stanzenore Deern Hezeman,1
Anita von Kaan,Anita von Kaan,1
Karl Friedrich Kappstein,Karl Friedrich Kappstein,1
Alexeeff,Alexeeff,1
Blermont,Blermont,1
Wilhelm Fritzel,Wilhelm Fritzel,1
Johann Conrad Dorner,Johann Conrad Dorner,1
Emil Carl Wilhelm Horst,Emil Carl Wilhelm Horst,1
Friedrich Fuchs,Friedrich Fuchs,1
G. Colombel,G. Colombel,1
G. B. Orselin,G. B. Orselin,1
D. Somogyi,D. Somogyi,1
Adolf Karl Maximilian Engel,Adolf Karl Maximilian Engel,1
Isaak Walraven,Isaak Walraven,1
Stammann Dean Stevenson,Stammann Dean Stevenson,1
A.Kuchenreuter,A.Kuchenreuter,1
Newton Fielding,Newton Fielding,1
Achilles,Achilles,1
EMILIO BURCI,EMILIO BURCI,1
GAB.CORELLI,GAB.CORELLI,1
EUGENIO DIEVACCINI,EUGENIO DIEVACCINI,1
SERAFINO GALOSTRI,SERAFINO GALOSTRI,1
JOH.EMIL HUNTEN,JOH.EMIL HUNTEN,1
MACLOT-HAMANT,MACLOT-HAMANT,1
FRIDERIGO PEDULLI,FRIDERIGO PEDULLI,1
F.SOISSET,F.SOISSET,1
E.SUHUNY,E.SUHUNY,1
A.WASILIEW,A.WASILIEW,1
E.WENDLAND-METZLER,E.WENDLAND-METZLER,1
FRIEDERICKE WINTERBERG,FRIEDERICKE WINTERBERG,1
EDLER VON KISPRONA ZU DIVEK,EDLER VON KISPRONA ZU DIVEK,1
CHRIST:HILFGOTT BRAND,CHRIST:HILFGOTT BRAND,1
CHRISTOPH VAN BEMMEL,CHRISTOPH VAN BEMMEL,1
JANGOSSAERT,JANGOSSAERT,1
JANKOBELLd.A.,JANKOBELLd.A.,1
JACOB CAMPO WEIJERMAN,JACOB CAMPO WEIJERMAN,1
ESAIAS v.D.VELDE,ESAIAS v.D.VELDE,1
JAN SIECKERT,JAN SIECKERT,1
ROLAND LEFEVRE,ROLAND LEFEVRE,1
Oumbertus Argyros,Oumbertus Argyros,1
K.Brizzi,K.Brizzi,1
A.Broust,A.Broust,1
J.von Duczynska,J.von Duczynska,1
E.J.Engelmann,E.J.Engelmann,1
A.Geigenberger,A.Geigenberger,1
K.W.Hahn,K.W.Hahn,1
Hans von Hajeck,Hans von Hajeck,1
Herm. Ludwig Heubner,Herm. Ludwig Heubner,1
D.Howard Hitshcock,D.Howard Hitshcock,1
C.Rudolf Huber,C.Rudolf Huber,1
F.Kaltenbacher,F.Kaltenbacher,1
Bernhard Kuihn,Bernhard Kuihn,1
S.Larson,S.Larson,1
Emilie Leleux,Emilie Leleux,1
Jakob Lohinger,Jakob Lohinger,1
M.Lity,M.Lity,1
T.Mackowski,T.Mackowski,1
Migneffe,Migneffe,1
Miller-Grantzow,Miller-Grantzow,1
L.Muller-Mainz,L.Muller-Mainz,1
Hjalmor Munsterhjelm,Hjalmor Munsterhjelm,1
R. Nielsen,R. Nielsen,1
L.Nordhoff,L.Nordhoff,1
H. Osterreicher,H. Osterreicher,1
E.Platz,E.Platz,1
Graf F.Pocci,Graf F.Pocci,1
L.Preller,L.Preller,1
Fr.Pro1B,Fr.Pro1B,1
J.Sarotta,J.Sarotta,1
Else Sebald,Else Sebald,1
L.Serdaque,L.Serdaque,1
Seyfarth,Seyfarth,1
Francois Simoneau,Francois Simoneau,1
Emil Terschak,Emil Terschak,1
Thumann,Thumann,1
F.Tolnay,F.Tolnay,1
Oskar Wolfle,Oskar Wolfle,1
Nikolaus BarthelmeB,Nikolaus BarthelmeB,1
J.v. Bary-Doussin,J.v. Bary-Doussin,1
Gregor.v.Bochmann,Gregor.v.Bochmann,1
Kaspar Braun,Kaspar Braun,1
M.Dasio,M.Dasio,1
Josef Dirkmann,Josef Dirkmann,1
Karl Ertl,Karl Ertl,1
C.le Fenbure,C.le Fenbure,1
J.Fohrenberg,J.Fohrenberg,1
Karl Freytag,Karl Freytag,1
Ludwig Gamp,Ludwig Gamp,1
G.Gisevius,G.Gisevius,1
Gollet,Gollet,1
Graf,Graf,1
Richard GroB,Richard GroB,1
A.Hayduk,A.Hayduk,1
Heinlein Art,Heinlein Art,1
Jockwik,Jockwik,1
B.Korting,B.Korting,1
Leonid Lamm,Leonid Lamm,1
Liers Manier,Liers Manier,1
Ad.Loquai,Ad.Loquai,1
Maier-Frauenberg,Maier-Frauenberg,1
L.de Mango,L.de Mango,1
A.Mangold,A.Mangold,1
Michelbach,Michelbach,1
Karl Friedrich Johann von Muiller,Karl Friedrich Johann von Muiller,1
Hans Parzinger,Hans Parzinger,1
Ria Pistorius,Ria Pistorius,1
E.L.PIaB,E.L.PIaB,1
0.Rau,0.Rau,1
R.Riemerschmid,R.Riemerschmid,1
Carl Roehrer,Carl Roehrer,1
Arnulf Riber,Arnulf Riber,1
Joh.Georg Schitz d.J.,Joh.Georg Schitz d.J.,1
Rudolf Sick,Rudolf Sick,1
O.Streber,O.Streber,1
Jacob Taanman,Jacob Taanman,1
H.Terstegen,H.Terstegen,1
S.Vikutos,S.Vikutos,1
Friedr.Voltz-Art,Friedr.Voltz-Art,1
Ludwig Furst,Ludwig Furst,1
E.Krupka,E.Krupka,1
Ida Kupelwieser,Ida Kupelwieser,1
O.Landolt,O.Landolt,1
Loizot,Loizot,1
Hermann Moest,Hermann Moest,1
Miller MaBdorf,Miller MaBdorf,1
Aug. Friedr.Papperitz,Aug. Friedr.Papperitz,1
Johanne Pram-Henningsen,Johanne Pram-Henningsen,1
0.Prevot,0.Prevot,1
Edmund Wagner,Edmund Wagner,1
A.FALLENBOCK,A.FALLENBOCK,1
W. GLAMANN,W. GLAMANN,1
H.J.HOLDING,H.J.HOLDING,1
DYCK VAN KLAAGEN,DYCK VAN KLAAGEN,1
F.KYPKA,F.KYPKA,1
H.LIMPERT,H.LIMPERT,1
W.C. NAKKEN,W.C. NAKKEN,1
HENRY PHILIPS,HENRY PHILIPS,1
A.QUENICKE,A.QUENICKE,1
ALEX REINHARDT,ALEX REINHARDT,1
A.REPOMONTI,A.REPOMONTI,1
HELENE SCHULZ,HELENE SCHULZ,1
E.CASPAR HAUSER,E.CASPAR HAUSER,1
W.SIEGLER,W.SIEGLER,1
F.TOMSON,F.TOMSON,1
K.TYHA,K.TYHA,1
FR.VAN NEVE,FR.VAN NEVE,1
F.SCHWARTZENBACH,F.SCHWARTZENBACH,1
Gerard Melder,Gerard Melder,1
C.TR.FECHELM,C.TR.FECHELM,1
R.DI TIVOLI,R.DI TIVOLI,1
FR.DIROSA.PACECCO,FR.DIROSA.PACECCO,1
MALAGARAZZO,MALAGARAZZO,1
ROB.PARLOW,ROB.PARLOW,1
E.WEILAND,E.WEILAND,1
E.VON WORNDLE,E.VON WORNDLE,1
B.DE LOOSE,B.DE LOOSE,1
B.A.VINCENT,B.A.VINCENT,1
A.VOLKMAR,A.VOLKMAR,1
A.BREITBACH,A.BREITBACH,1
FR.GAUERMANN.WIEN,FR.GAUERMANN.WIEN,1
C.M.WEPP,C.M.WEPP,1
E.DE BLOCK,E.DE BLOCK,1
TH.FRERE,TH.FRERE,1
V.J.GENISSON,V.J.GENISSON,1
EGIDE LINNIG,EGIDE LINNIG,1
C.PECRUS,C.PECRUS,1
K.F.VENNEMANN,K.F.VENNEMANN,1
HERM.MEYERHEIM,HERM.MEYERHEIM,1
JOS.BLOCK,JOS.BLOCK,1
M.BOUZICAULT,M.BOUZICAULT,1
HANS CHRISTIANSEN,HANS CHRISTIANSEN,1
Frhr.v. Babo,Frhr.v. Babo,1
P.Barucci,P.Barucci,1
K.Blatter-Uhlig,K.Blatter-Uhlig,1
Colestin Brigner,Colestin Brigner,1
R.H. Burnitz,R.H. Burnitz,1
Ch. Davois,Ch. Davois,1
N. Felbinger,N. Felbinger,1
Carl Goser,Carl Goser,1
O. Grau,O. Grau,1
Johann Kurzinger,Johann Kurzinger,1
Martin Meyer,Martin Meyer,1
G. Mormili,G. Mormili,1
H.Pfizenmayer,H.Pfizenmayer,1
Albert Reinwald,Albert Reinwald,1
L.Sigwart,L.Sigwart,1
O.SpieB,O.SpieB,1
Trost Napoli,Trost Napoli,1
G.Voroze,G.Voroze,1
C. Walliser,C. Walliser,1
Constantin Wauters,Constantin Wauters,1
Fr. von Keller,Fr. von Keller,1
R.K. WINTERSTEIN,R.K. WINTERSTEIN,1
JOH.PHIL.ULBRICHT,JOH.PHIL.ULBRICHT,1
L.BITTNER,L.BITTNER,1
JOH.HEINRICH BAUMANN,JOH.HEINRICH BAUMANN,1
F.TERLINK,F.TERLINK,1
H.und J. VAN EyCK,H.und J. VAN EyCK,1
LUCA SALTARELLO,LUCA SALTARELLO,1
FREDERIK SUSTRIS,FREDERIK SUSTRIS,1
MONOGRAMMISTLB,MONOGRAMMISTLB,1
ABRAHAM STEENWYCK,ABRAHAM STEENWYCK,1
J.C.BRACKFELD,J.C.BRACKFELD,1
G.C.DELLANS,G.C.DELLANS,1
L.COVNET,L.COVNET,1
GUST.V.BECHTOLSHEIM,GUST.V.BECHTOLSHEIM,1
JULES JOSEPH BOULANGER,JULES JOSEPH BOULANGER,1
J.MOULTON BURFIELD,J.MOULTON BURFIELD,1
J.LE CAPELAIN,J.LE CAPELAIN,1
JOH.VINC. CISSARZ,JOH.VINC. CISSARZ,1
GOTTFRIED DIEHL,GOTTFRIED DIEHL,1
CHRISTIAN HEINRICH HANSON,CHRISTIAN HEINRICH HANSON,1
WILH.LUDW.LEHMANN,WILH.LUDW.LEHMANN,1
J.O.DE MONTALANT,J.O.DE MONTALANT,1
LUDVIK SKRAMSTAD,LUDVIK SKRAMSTAD,1
MIHALY SZOBONYA,MIHALY SZOBONYA,1
L.Albert,L.Albert,1
B.Alers,B.Alers,1
Thomas Andraskovich,Thomas Andraskovich,1
Friedrich Andreae,Friedrich Andreae,1
N. Backhout,N. Backhout,1
C.Baer-Mathes,C.Baer-Mathes,1
P.Barrani,P.Barrani,1
Jean Bap. van Beers,Jean Bap. van Beers,1
K.E.F.Blechen,K.E.F.Blechen,1
A.Boytshof,A.Boytshof,1
Brachetti,Brachetti,1
W.B.Breitschaert,W.B.Breitschaert,1
W.Buchmann,W.Buchmann,1
Hugo Buchwald,Hugo Buchwald,1
S.Burger-Hartmann,S.Burger-Hartmann,1
C. Cairati,C. Cairati,1
M.Cerini,M.Cerini,1
Cissarz,Cissarz,1
A.von Chlingensberg,A.von Chlingensberg,1
U.Collard,U.Collard,1
Leonard Conway,Leonard Conway,1
A.de Courten,A.de Courten,1
Curtius,Curtius,1
Deininger-Foltz,Deininger-Foltz,1
J.O.Delvin,J.O.Delvin,1
Dietfurth,Dietfurth,1
Sg.Eggert,Sg.Eggert,1
Ferd. Feldhitter,Ferd. Feldhitter,1
A.Figal,A.Figal,1
M.A.Flameng,M.A.Flameng,1
Fortinsky,Fortinsky,1
Eduard Frey,Eduard Frey,1
Gibbi,Gibbi,1
J.von Gingelen,J.von Gingelen,1
R.Glaise,R.Glaise,1
Theo Graf von Gleichen,Theo Graf von Gleichen,1
Greifenberg,Greifenberg,1
R.von Gudden,R.von Gudden,1
C.Hallberg,C.Hallberg,1
E.Hampke,E.Hampke,1
Lambertus Hansen,Lambertus Hansen,1
Hans Hatopp,Hans Hatopp,1
H.Hutzler,H.Hutzler,1
Otto Hausknecht,Otto Hausknecht,1
Alfred Hertel,Alfred Hertel,1
Karl Ad. Heinr. HeB,Karl Ad. Heinr. HeB,1
R.Heydlund,R.Heydlund,1
Hch. Hofer,Hch. Hofer,1
Jantsy-Hovath,Jantsy-Hovath,1
Huchinger,Huchinger,1
H. Jochmus,H. Jochmus,1
Anders Hansson Kallenberg,Anders Hansson Kallenberg,1
Otto Keller,Otto Keller,1
0.v.Kleiner,0.v.Kleiner,1
St. von Korzeniewski,St. von Korzeniewski,1
Gyula Kronberg,Gyula Kronberg,1
L.Kugelmeyer,L.Kugelmeyer,1
K.M.Lechner,K.M.Lechner,1
K.F.Lessing,K.F.Lessing,1
Cote Lione,Cote Lione,1
F.MaaB,F.MaaB,1
Makenzie,Makenzie,1
Ch.Mandi,Ch.Mandi,1
Johanna Merre,Johanna Merre,1
Friedrich Metz,Friedrich Metz,1
Ilse Meyn,Ilse Meyn,1
Emanuel Michel,Emanuel Michel,1
G.Mony,G.Mony,1
Ed. Munch,Ed. Munch,1
Paul Neuenborn,Paul Neuenborn,1
X.Neumayer,X.Neumayer,1
Christoph Nilson,Christoph Nilson,1
Julius Oberlander,Julius Oberlander,1
C.otto,C.otto,1
Pararios,Pararios,1
F.v.Pausinger,F.v.Pausinger,1
Gg.Pfeil,Gg.Pfeil,1
J.Popinger,J.Popinger,1
Adolphe Potter,Adolphe Potter,1
0.Progel,0.Progel,1
Johann Ranzmayr,Johann Ranzmayr,1
J.Woldemar-Reichenbach,J.Woldemar-Reichenbach,1
E.M.Robbecke,E.M.Robbecke,1
J.Romberg,J.Romberg,1
Ridisihli,Ridisihli,1
0.von Ruppert,0.von Ruppert,1
C.Rylt,C.Rylt,1
Hans F. E. von Schennis,Hans F. E. von Schennis,1
L.F. Schitzenberger,L.F. Schitzenberger,1
R.Schupfarth,R.Schupfarth,1
A.de Silio,A.de Silio,1
F. Skell,F. Skell,1
Erich Skramsstad,Erich Skramsstad,1
Arichbald Carry Smith,Arichbald Carry Smith,1
H. Sorygra,H. Sorygra,1
L. Springer,L. Springer,1
A. Stanick,A. Stanick,1
K. Stechmann,K. Stechmann,1
