canonical,variants,count
A.Hochl,A.HOCHL | A.Hochl | A.Hochstaffer | A.Hohn,5
EUGENE FROMENTIN,EUGENE FROMENTIN | Eugene Fromentin,5
RUDOLF RIBARZ,RUDOLF RIBARZ | Rudolf Kramer | Rudolf Ribarz,5
Wilhelm Kerschensteiner,WILHELM KELLERREUTLINGEN | Wilhelm Joseph Niessen | Wilhelm Kerschensteiner | Wilhelm Kiesewetter,5
ERNST LUDWIG PLASS,E. Ludwig Plass | ERNST LUDWIG PLASS | ERNST LUDWIG RIEPENHAUSEN | Ernst Ludwig Plass,5
EDUARD RITTER,EDUARD FREDERICH | EDUARD FRIEDRICH PAPE | EDUARD RITTER | Eduard Wittmuller,5
PIETRO RICCHI,PIETRO GABRINI | PIETRO GIORGI | PIETRO RICCHI | PIETRO RICCHI GEN.IL LUCCHESE | PIETRO RICHI,5
JOSEPH HEINRICH LUDWIG MARR,JOSEPH HEINRICH LUDWIG MARR | JOSEPH HEINZ D. AE. | Josef Heinr. Ludwig Marr | Josef Heinrich Ludwig Marr | Joseph Heinrich Marr,5
RICHARD ADAM,RICHARD ADAM | RICHARD B.ADAM | RICHARDB.ADAM | Richard Adam | Richard B.Adam,5
Jan Franz Soolmaker,JAN FRANS SOOLMAKER | JAN FRANZ SOOLEMAKER | Jan Francois Portaels | Jan Frans Soolmaker | Jan Franz Soolmaker,5
Prof. Hugo von Habermann,Prof. Hugo Freiherr von Habermann | Prof. Hugo von Habermann | Prof. Hugo von Wild | Prof.Hugo von HABERMANN | Professor Hugo von Habermann,5
F.Ruben,F.6ruben | F.Ruben | F.Rubi | F.Rubiki,5
FEDERICO ZUCCARO,FEDERICO ZUCCARO | FEDERICO ZUCCHERO | FEDERIGO ZUCCARO | Frederigo Zuccaro,5
BOLESLAW DE SZANKOWSKI,BOLESLAS VON SZANKOWSKY | BOLESLASdeSZANKOWSKI | BOLESLAW DE SZANKOWSKI | Boleslaw de Szankowski,5
Karl Johann Becker-Gundahl,CarI Johann Becker-Gundahl | KARL JOHANN BECKER-GUNDAHL | Karl Anton Reichel | Karl Johann Becker-Gundahl,5
ERNST ORLOW,ERNST ORLOW | ERNST WOLPERDING | Ernst Wolfram,5
A.ECHTLER,A.ECHTLER | A.EICHLER | A.Echtler | Echtler,5
Josef Emil Squindo,JOSEPH EMIL SQUINDO | Josef Emil Dolleschal | Josef Emil Squindo,5
PAUL W.EHRHARDT,PAUL W.EHRHARDT | PAUL WALTER EHRHARDT | Paul Merwart | Paul w. Ehrhardt,5
F.MARCHAND,CH.MARCHAND | F.MARCHAND | Marchand | P.MARCHAND | R.MARCHAND,5
SAMUEL WILLIAM REYNOLDS,SAMUEL BERNARD | SAMUEL REYNOLDS | SAMUEL WILLIAM REYNOLDS | Sam.William Reynolds,5
Henry Meyer,Heinrich Meyer | Henri Meunier | Henry MEYER | Henry Meyer,5
F.OSSWALD,F.Duswald | F.OSSWALD | F.Osswald | FR. OSSWALD,5
Professor Hugo Muhlig,Professor HUGO MUHLIG | Professor Hugo Mihlig | Professor Hugo Muhlig | Professor Hugo Vogel,5
KARL OENIKE,KARL OENIKE | KLARA OENICKE | Karl Oesteriey,5
P.Paede,P. Paede | P.Padua | P.Paede,5
A.Kappis,A. Kappis | A.Happis | A.Kappis,5
C.A.Korthaus,A.Korthaus | C. A. Northaus | C.A.KORTHAUS | C.A.Korthaus | E.A.Korthaus,5
H.Reisz,H.RUZISKA | H.Reck | H.Reisz | H.Resch,5
Anton RADL,2nton Radl | ANTON RADL | Anton RADL | Anton Radl | Anton Rausch,5
Egidius Linnig,EGIDE LINNIG | Egidius Linnig,5
Jos.Rebell,J. Rebell | Jos. Riedl | Jos. Sigall | Jos.Krieg | Jos.Rebell,5
Jacques Schenker,Jacques Schenker | Jacques Stock | Jaque Schenker | Jaques Schenker,5
A.de Bouche,A.DE BOUCHE | A.de Berp | A.de Bouche | J. de Bouche,5
H.Kamlah,H.Kamlah | M.KAMLAH,5
Johann Wilhelm Lindlar,Johann Wilhelm Julius Kohnholz | Johann Wilhelm Lindlar,5
Ernst Czernotky,Ernst Czernotky | Ernst Kropp | Ernst Novak,5
O. Laasen,O. HAAS | O. Laasen | O.Laasen,5
Amandus Faure,Amandus Dohrn | Amandus Faure,5
Hermann Busse,HERMANN VON BRUSSEL | Hermann Busse | Hermann Sattler,5
Wilhelm Alfred Metzener,WILHELM HEINRICH WENDELBERGER | Wilhelm Alfred Metzener | Wilhelm Emil Robert Heck,5
KARL FRIEDR.LIPPMANN,KARL FRIEDR.LIPPMANN | KARL FRIEDRICH HAMPE | Karl Feldmann,5
Ad.Muller-Grantow,A.Muller Granow | A.MÃ¼ller-Grantow | A.v.Muller-Grantow | Ad.Muller-Grantow,5
Liedl,K.Liedl | Liedl,5
Gerolamo Cairati,GEROLAMO CAIRATI | Gerolamo Cairafi | Gerolamo Cairati | Gerolamo Varese,5
Otto Wirsching,Otto Wirsching | Wirsching,5
L.von Saenger,L.von Saenger | L.von Senger | L.von Weiler,5
DUPUIS,DUPUIS | DUPUIS(PIERRE) | DUPUY | Dupin,5
MEYER,"MEYER | MEYER CLAUS | MEYER,KUNZ | Meyer",5
GREVIN,GREVE-LINDAU | GREVENBROEK | GREVIN | Greil | Grevin,5
FLORENTIN,A.FLORENTIN | FLORENTIN | FLORENTIN HOUZE | Florent Menet,5
Biltius,"A. BILTIUS | A.Biltius | BILTIUS, C. | Biltius | Bivius",5
F.W.Cremer,F. W. Cremer | F.W.Cremer | F.W.Ritter | F.Wucherer | S. W.Cremer,5
C. Falens,C. ANSELL | C. Falat | C. Falens | C.Falens | C.v.FALENS,5
C. Moller,C. Molin | C. Moller | C.MOLLER | C.Moll | T.G. Moller,5
L. Vogel,C. Vogel | Chr.L. Vogel | FRL. J.VOGEL | G. Vogel | L. Vogel,5
N. Sichel,M. Sichen | N. Sichel | N.SICHEL | Sichel,5
WINDMEIER,"C.Windmeier | WINDMEIER | WINDMEYER | WINDMULLER | Windmeier, A.",5
F.WENDLER,"F.WENDLER | F.WENDLER,DRESDEN | F.Westendorp | J.WENDLER",5
M. Kahrer,J. KAHRER | J.Kahrer | M. KAHN | M. Kahrer | M.KNARE,5
SIEGWALD DAHL,JOH.SIEGWALD DAHL | SIEGWALD DAHL | SIGWARD DAHL | Siegwald J. Dahl,5
O.Hierl-Deronco,Hierl Deronco | O. Hierl-Deronco | O.Hierl-Deronco | O.Hierl-Derouca | O.von Hierl-Deronco,5
C.Kuistner,C.KUBIN | C.Keistner | C.Kuistner | C.Kustner | C.KÃ¼stner,5
AERT VAN ANTUM,AERT VAN ANTUM | AERT VAN LEIDEN | AERTVAN ANTEM | ART van AUTUM | TETAR VAN ELVEN,5
HERKOMER,"HERKOMER | HERKOMER (H.) | HERKOMER HUBERT VON | HERKOMER, HUBERT | HERZER",5
LEICKERT,Glickert | LEICKERT | LEISTER | LEYSTER | Leickert,5
LE MOINE (FRANCOIS),LE MOINE (FRANCOIS) | LE MOYNE (FR.) | LE MOYNE (J.-B.) | LE MOYNE (JEAN-BAPTISTE) | LEMOYNE (Francois),5
L.Marks,L.MARK | L.Maresch | L.Marks | W.MARKS | W.Mark,5
"REINICKE, RENE","REINICKE, RENE | REINIER COVIJN | RENE REINECKE | RENE REINICKE | Reinicke",5
P. Guinther,Guinther | Leop. Gunther | P. Ginther | P. Guinther | P. Gunther,5
F.Hardt,E.Hardt | F.Harden | F.Hardt | F.Hart | R.HARDT,5
m. Rlein,M. PEPIJN | M. RIEGEN | M. ROBINEAU | M.RIEGEN | m. Rlein,5
CAMILLE JOSEF ETIENNE ROQUEPLAN,CAMILLE JOSEF ETIENNE ROQUEPLAN | CAMILLE JOSEPH ETIENNE ROQUEPLAN | CAMILLEJOSEPHE ETIENNE ROQUEPLAN | CAMILLEJOSEPHEETIENNEROQUEPLAN | Camille Josephe Etienne Roqueplan,5
HANS REINHOLD LICHTENBERGER,HANS LEINBERGER | HANS REINHOLD LICHTENBERGER | HANS RICH.LICHTENBERGER | Hans Heinrich Engelhart | Hans Weinberg,5
G. von Max,G. von Berg | G. von Max | G.von Max | Gab. von Max,5
Cristoforo di GEREMIA,CRISTOFORO DA FERRARA | CRISTOFORO DA SAN SEVERINO | CRISTOFORO DI GEREMIA | Cristoforo di GEREMIA | Cristoforo di Geremia,5
Domenico PoGGINI,DOMENICO POGGINI | Domenico Bossi | Domenico Passignani | Domenico PoGGINI | Domenico Puligo,5
STEFANO DI GIOVANNI SASSETTA,Jona di Giovanni | STEFANO DI GIOVANNI SASSETTA | STEFANO DI SAN GINESIO | Stefano di Giovanni,5
BUONARROTI MICHELANGELO,"BUONAROTTI (dit MICHEL ANGE) | BUONARROTI MICHELANGELO | Buonarotti, Michelangelo",5
PETER CASTEELS,PETER CASTEELS | Peter Casteels | Pieter Casteels,5
JACQUES PALMA,JACQUES BARTHELEMY APPIAN | JACQUES MARIS | JACQUES PALMA | JAQUES BARTHELEMY APPIAN,5
BARTOLOMEOMONTEGNA,BARTOLOME GONZALES | BARTOLOME GONZALEZ | BARTOLOMEOMONTEGNA | BARTOLOMEOPASSAROTTI | BARTOLOMEOTORREGIANI,5
HENRY WARD RANGER,HENRI DURAND-BRAGER | HENRIDURAND-BRAGER | HENRY GREVEDON | HENRY WARD RANGER | HENRY WARREN,5
AUGUST FREDERIC ALBRECHT SCHENCK,AUGUST FREDERIC ALBRECHT SCHENCK | August Behrendsen | August Eduard Schliecker | August Frederik Behrends,5
A.LONZA,A.LONZA | A.LOUSTOUNAU | A.Long | C.LONGA,5
"Bandinelli, Baccio","BANDINELLI | BANDINELLI,BARTOLOMMEO BACCIO | Bandinelli B. | Bandinelli, Baccio",5
Sadeler,SADELER EGIDIO | SELZER | Sadeler | Selzer,5
Giusti,G. GIUSTI | GIUSTI S. | Giusti,5
GIROLAMO DI BENVENUTO,"GIROLAMO CURTI, GEN.IL DENTONE | GIROLAMO DI BENVENUTO | GIROLAMO DIGIOVANNIDA CAMERINO | GIROLAMO MARCHESI GEN.DA COTIGNOLA",5
HAARLEM,HAANEM | HAARLEM | Haarlander | Harlander,5
BACCHIACCA,"BACCHIACCA | BACCHIACCA,FRANCESCOUBERTINI,GEN.",5
LORENZO VENEZIANO,DOMENICO VENEZIANO | LORENZO BENINI | LORENZO DA SAN SEVERINO | LORENZO VENEZIANO,5
BREUGHEL PIETRO,"BREUGHEL PEETER | BREUGHEL PIETRO | Brueghel d. A., Pieter | Brueghel, Pieter",5
COOPER,COOPER | E.COOPER | T.S.COOPER | T.SIDNEY COOPER,5
J.HOLLAND,J.D.Holz | J.HOLLAND | J.Holz | J.Honl,5
H.HOWARD,H. Hollander Cz. | H.HOPPENER | H.HOWARD | H.Hofer | H.Hollander,5
SIR EDWARD BURNE-JONES,SIR E.BURNE-JONES | SIR EDWARD BURNE JONES | SIR EDWARD BURNE-JONES,5
AUDRAN,ADAN | AUDRAN | AUDRAN(BEN0IT),5
LEPICIER NICOLAS BERNARD,LEPICIE (Attribue a Nicolas-Bernard) | LEPICIE (Nicolas-Bernard) | LEPICIE(Bernard) | LEPICIER NICOLAS BERNARD,5
Signorini T.,SIGNORINI G. | Signorini T. | T. Signorini | T.Signorini,5
David de Koninck,DAVID DE KONING | David de Coninck | David de Coninck-Rommelaer | David de Koninck,5
Camuccini,"CAMUCCINI | CAMUCCINI, VINCENZO | CAMUCCINI,VINCENZO | Camuccini",5
Franceschini,B. FRANCESCHINI | B.Franceschini | FRANCESCOBIANCHI | Franceschini,5
VAN HEIK,VAN HEIK | VAN STEENWIJK | Van Emerik | van Dieghem | van Lieth,5
WALDORP,"A.WALDORP | A.Waldorp | WALDORP | WALDORP,ANTOINE",5
AMBERGER,"AMBERGER | AMBERGER (CHRISTOPH) | Amberg | Amberger, Christoph",5
BENJAMIN-CONSTANT,BENIAMIN CONSTANT | BENJAMIN-CONSTANT | J. Benjamin-Constant | J.BENIAMIN CONSTANT,5
ANKER,ANGUIER | ANKER | Anker Skaga | Anker-Skaaga,5
GERRIT ADRIAENSZ,GERRIT ADRIAENSZ | GERRIT ADRIAENSZ BERCK-HEYDE | GERRIT ADRIAENSZ BERCKHEYDE | Gerbrand Ban | Gerrit Ban,5
MARCELLIN DESBOUTIN,MARCELLIN DESBOUTIN | MARCELLO VENUSTI | Marcellin Desboutin,5
Severino,SERVIN | SEVIN | Servin | Severino,5
JONGKIND (Johann-Barthold),"JONGKIND (Johann-Barthold) | JONGKIND JEAN BERTHOLD | JONGKIND,JEAN-BERTHOLD | Jongkind (Johann-Barthold)",5
NORBLIN,"NORBLIN | NORBLIN DE LA GOURDAINE | NORBLIN DE LA GOURDAINE, JEAN PIERRE",5
CARAUD,CARADOSSO | CARAUD | CARAUD (JOSEPH) | CAROTO,5
Vidal,G.VIDAL | L.Vidal | Vidal,5
STUART,STEWART | STREITT | STRUTT | STUART,5
Longuet,LONGUEIL | LONGUET | Longuet,5
TIEPOLO(DOMINIQUE),TIEPOLO (Dominique) | TIEPOLO (GIOVANNI DOMENICO) | TIEPOLO (Giovanni-Domenico) | TIEPOLO(DOMINIQUE) | TIEPOLO(Dominique),5
DE VILLERS,A.DE VILLERS | DE VILLERS | DESVALLIERES,5
L. Boilly,L. BARILLOT | L. BOILLY | L. Boilly | L.BOILLY,5
CROME,CROME | CROME(W.-H.),5
A. Pierre Patel,A. Pierre Patel | A.PIERRE PATEL | PIERRE PATEL | Pierre Patel,5
SANTI(RAFFAELLO),"SANTI (Raffaello) dit RAPHAEL SANZIO | SANTI (Raffaello) dit RAPHAEL SANZTO | SANTI(RAFFAELLO) | SANZIO RAFFAELO | Santi, Raffaello",5
DUBBELS,DUBBELS | DUBBELS (Genre de) | H. DUBBELS | Hf. Dubbels,5
WENCKER,WENCKER | Weickert | Weik,5
BERNARD A.VAN BEEK,BERNARD A.VAN BEEK | BERNARD VAN | BERNARD VAN SCHENDEL | Bernard van Schyndel,5
"COURBET, G.","COURBET, G. | COUTURE, T. | Courbet, G.",5
FRANGIAMORE,FRANGIAMORE | FRANZ DOMSCHEIT | FRANZADAM | FRANZGOETHE,5
ZICK,A.ZICK | ZICK | ZIELCKE | ZIEZEL,5
GROS (le Baron),GROS (LE BARON) | GROS (Lucien) | GROS (le Baron),5
STEINLEN,STEINLEN | STEINWAY | Steinberger | Steinecke,5
"Hofmann, A.","HOFFMANN | HOFFMANN HAUS | HOFMANN,HANS | Hofmann | Hofmann, A.",5
Christoph Fesel,Christoph Fensterer | Christoph Fesel | Christoph Jegher | Christoph Nilson | Christoph Stossel,5
J.van Rombouts,J.ROMBOUTS | J.VAN G0UT | J.VAN ROMBOUTS | J.van HAG | J.van Rombouts,5
Christian Ludwig von Lowenstern,"CHRISTIAN LUDW.LOWENSTERN | CHRISTIAN LUDWIG,FREIHERR VON LOWENSTERN | Christian Lowenstern | Christian Ludwig von Lowenstern",5
Aegidius van Tilborg,AEGIDIUS NOVIS | Aegidius Sadeler | Aegidius van Tilborch | Aegidius van Tilborg,5
Noel Coypel,NOEL COYPEL | NOEL CUYPEL | Noel Coypel | Noel Coypel d. Ae.,5
J.COGELS,J. A. Cogels | J. CONTRERAS | J.C. COGELS | J.COGELS | J.CONTRERAS,5
G.STECHOW,G. GENSCHOW | G. GLENK | G.STECHOW | G.STEVER,5
Franz Post,FRANCOIS POST | Frans Post | Franz Coops | Franz Post | Franz Withoos,5
Louis Lempereur,L. Lempereur | LOUIS LEMPEREUR | Louis Kreutzer | Louis Lempereur,5
J.Mathieu,J.BAHIEU | J.Baiel | J.MARTELL | J.Mathieu,5
Wigerus Vitringa,W. VITRINGA | WIG. VITRINGA | WIGERUS VITRINGA | Wigerus Vitringa,5
E. Gleim,E. Geit | E. Gleim | E. Kiemlen | E. LEMMENS | E.Gleim,5
Bonav. Peters,BONAV.PEETERS | Bon. Peeters | Bonap.PeeterB | Bonav. Peters | Bonav.Peters,5
Canton,CANTON | Canton | G.CANTON | G.Canton,5
Neuland,NIEULANT | NIEUWLANDT | Neufeld | Neuland,5
Dorner,Dorn | Dorner | Ph. Dorner | T.DORNER,5
Dominicus Tiepolo,Dominic Tiepolo | Dominicus Bertetoni | Dominicus Tiepolo,5
J.F. Ermels,J. F. Ermels | J.F. Ermels | J.F.ELIAERTS | J.F.Ermels | J.FESSLER,5
CORN.DUSART,CORN. HUYSMAN | CORN.DUSART | Corn. Huysmans | Cornel. Dusart,5
Joh. Andr.Herrlein,JOH.ANDR.HERRLEIN | JOH.CONR. EICHLER | Joh. Andr.Herrlein | Joh.Andr. Herrenburg | Joh.Andr.Herrenburg,5
Johann Nicolaus Treu,Johan Vincent Cissarz | Johann Nicolaus Treu | Johann Vincent Cissarz,5
Margaretha de Heer,MARGARETHA | MARGARETHE LOEWE | Margaretha de Heer | Margarethe Loewe,5
Gottlieb Schick,GOTTLIEB SCHICK | GoHlieb Emil Schuback | Gotlieb Emil Schuback | Gottlieb Schick,5
Bauern-Brueghel,Bauer-Bredt | Bauer-Striebel | Bauern-Brueghel | Bauernbrueghel,5
"Sanzio, Raphael","SANZIO | Sanzio, Raphael | Sanzio,Raphael",5
Konrad Grob,CONRAD STROBEL | KONRAD GROB | KONRAD STROBEL | Konrad Grob,5
F. Morelli,D. Morelli | F. Morelli | FIORELLI | Forelli | O.Morelli,5
S.Berg,L.Berga | S.Berg | S.FURSTENBERG | S.Fuber,5
"Schulz, J.","Schultze, C. | Schulz | Schulz, J. | Schulze | Schutz d. J.",5
Junker,.Juncker | H. Junker | H.Junker | JUNCKER | Junker,5
A.Peters,A.Peters | A.Pfisterer | A.Pfortscheller | Peters,5
J. Corn.Drooch-Sloot,CORNEL.DROOCH-SLOOT | J. Corn. DroodhSloot | J. Corn.Drooch-Sloot | J.CORN.DROOCH-SLOOT | J.Corn.Droochsloot,5
H. van Swanevelt,H. v. Swanevelt | H. van Swanevelt | H. van der Maest | M. van der MEYTENS,5
C.van Poelemburgh,C. van Poelemburg | C.VAN POELEMBURGH | C.van Poelemburgh | C.van Poelenburgh | C.von Poelenburg,5
G. Biermann,G. BERGMANN | G. Biermann | G. Sipmann | G. Wittemann | G.BIERMANN,5
E. Novelli,E. Novelli | E. Novellis | E.NOLDE | E.Noel | E.Novelli,5
F.Happel,F. Apell | F.Happel | F.Vaupel | FR.HAPPEL,5
Joh. Gust. Lange,Joh. Butler | Joh. Gust. Lange | Joh. Wurstl,5
Ferd.Britt,FERD. HEILBUTH | FERD.HEILBUT | Ferd. Briitt | Ferd. Brutt | Ferd.Britt,5
Lommen,LORME | Lommen | Lortet | W. Lommen | W.Lommen,5
L. Rohrer,L. Rohmer | L. Rohrer | L.Rohmer | Lina Rohrer,5
LUC.CRANACH DER AELTERE,L.CRANACH DER AELTERE | LUC.CRANACH DER AELTERE | LUC.CRANACH d.A | LUCASCRANACH DER AELTERE | Luc. Cranach,5
J. LEHNEN,F. Lehnel | F. von Lepel | J. LEHNEN | J.L. JENSEN | J.Lehnen,5
A. Fuks,A. Fuks | A. Lukas | A.FUKS | A.Fuks | A.Lukas,5
KONRAD FILIP,Conrad Filip | KONRAD FILIP | KONRAD FYOL | Menrad Filip,5
J.Burgaritzki,J.BURGARITZKY | J.Burgaritzki | JOSEF BURGARITZKI,5
Math.van Hellemont,Math. van Helemont | Math.van Hellemont | Math.van Helmont | Matth. van Hellemont | Mattheus van Hellemont,5
M.Wuerz,M.WULFRAET | M.Wuerz | Mi. Wuerz | WULFRAAT,5
"STUCK,FRANZ","STUCK | STUCK (FRANZ, Prof.) | STUCK FRANZ VON | STUCK,FRANZ",5
M. Egner,M. Egner | M. Neher | M. SELIGER | M. WIESINGER | M.NEHER,5
F.Wichert,F.W.HERDT | F.WICHERT | F.WICHGRAF | F.Wichert,5
CASP. SCHEUREN,CASP. SCHEUREN | Casp. Scheuren,5
F.DIETZ,F.DIETZ | O.DIETZ | V.DIETZ | V.Dietz,5
C.L.FAHRBACH,A.L.FAHRBACH | C.L. Fahrbach | C.L.FAHRBACH | Fahrbach | J.FAHRBACH,5
HENRI VOORDECKER,HENRI VOORDECKER | HENRIK NORDENBERG | Henri de Braekeleer | Henri de Brakeleer,5
Professor Hans Petersen,Prof.HansPetersen | Professor Hans Petersen | Professor Hans W. Schmidt | Professor Wilhelm Steinhausen,5
J.miel,J. MIELE | J.HAMEL | J.Helm | J.Miel | J.miel,5
J.v.Sandrart,J. v. SANDRART | J. v. Sandrart | J.v.Noordt | J.v.Ooft | J.v.Sandrart,5
EMILIE PREYER,EMILIE FLOCKHERR | EMILIE FOSS | EMILIE PREYER | Emilie Preyer,5
C. Bertold,C. BERTOLLO | C. Bertling | C. Bertold | C. Bold | C. Wobyld,5
F.Fuchs,F.Fuchs | Fr. C. Fuchs | Fr. L. Fuchs,5
F.Hammer,F.HAMMER | F.Hammer | Hammer | V.HAMME,5
J.G. Hertel,E.C. Thelott | J.G. Hertel | J.G. Thelott | J.Hertel | K.J. HERTEL,5
John Murphy,JOHN HUMPHRIES | JOHN MUIRHEAD | John MURPHY | John Murphy,5
F. Heunert,F. Heunert | F. Hodebert | F. Holzer | F.Hennert | F.Heubner,5
P. de Laar,P. de Laar | P. de Zwart | P.DE LAAR | W.de Zwart,5
C.VAN FALENS,C.VAN FALENS | C.Valensi | C.van Ophoven | J.VALENSI,5
A. Deventer,A. Deventer | A.DEVENTER | A.Deventer | DEVENTER,5
Prof. Franz von DEFREGGER,Prof. Franz Stuck | Prof. Franz von DEFREGGER | Prof. Franz von Defregger | Prof. Franz von Stuck,5
E. Hagen,A. Hagen | E. Dargen | E. Hagen,5
P.H.HAPPEL,P.H. Harlung | P.H. Pohling | P.H.HAPPEL | P.H.Happel,5
O. Press,O. GOBEL | O. PRESS | O. PROGEL | O. Press | O.PRESS,5
L. Somers,L. SORENSEN | L. Somers | L.SOMAKER | L.SOMERS | S.SORENSEN,5
M. Stohl,M. Sorgh | M. Stohl | M. Straus | M.SORGH,5
A. von Rudt,A. Rudt | A. von Rudt | Aug. von RUDT | Aug. von Ruidt,5
J. N. Ott,J. N. Ott | J. N.OTT | J. S. Otto | J.N.OTT | JOH.S.OTTO,5
2l. p. d. Teer,2l. p. Depenter | 2l. p. d. Teer | 2l. p. d. eer | 2l. p. jtade | 2l. v. Djtade,5
JULES DAVID,BLES DAVID | JULES DAVID | JULESDIDIER | Jules DIDIER,5
A.Loges,A.GUES | A.Gugges | A.Loges | A.Lohse | A.Longuet,5
ISAAC VAN DUYNEN,ISAAC VAN DUYNEN | ISAAK VAN NIKKELEN | IZAAK VAN NIKKELEN | Isaak van der Vinne,5
J. Georg Etlinger,Georg Eberlein | Georg Ettlinger | J. Georg Etlinger | J.GEORG ETLINGER | J.Georg Edlinger,5
E.UNGER,C.Enger | C.Unger | E.TAUNERT | E.UNGER,5
RUD. GUST. MULLER,RUD. G. MULLER | RUD. GUST. MULLER | RUD.G.MULLER | RUDOLPH GUSTAV MULLER | Rud. Gustav Miller,5
J. Robusti,J. ROBUSTI | J. Robusti | J.ROBUSTI | Jac. Robusti,5
J.C.Frisch,J.C. F. Friedrich | J.C. FISCH | J.C. FRISCH | J.C.Frisch | W. Friedrich,5
E.BRENNECKE,E.BRENNECKE | E.BRETTSCHNEIDER | E.Brunkal | Ed.Bretschneider,5
Carl Jozsa,CARL JANCK | CARL JORDAN | Carl Jozsa | Karl Jozsa,5
E. Nelson,E. NEELSEN | E. Nelson | E.NEELSEN | E.Nelson,5
J. ZUBER,J. KUNSBERG | J. Kluber | J. ZUBER | J. Zuber | J.Zuber,5
JOHANN BERTHOLD JONGKIND,JOHANN BARTHOLD JONGKIND | JOHANN BERTHOLD JONGKIND | Johann-Barthold Jongkind,5
J.P.VAN VELZEN,J.C.VAN VELZEM | J.G.VAN LEEUWEN | J.G.van Vliet | J.P.VAN VELZ | J.P.VAN VELZEN,5
JOH. CHRIST.KRONER,JOH. CHRIST. KLENGEL | JOH. CHRIST.KRONER | JOH.KONRAD DORNER | Joh. Chr. Kroner | Joh. Christ.Kroner,5
OSKAR PLETSCH,OSKAR PLETSCH | OSKAR SCHMITT | OSKAR SCHUTZ | Oskar Eschke,5
Swoters,H.Swoters | M.Swoters | Swoters | WOLTERS,5
Friedrich Peter Hiddemann,Friedrich Eduard Meyerheim | Friedrich Hiddemann | Friedrich Peter Hiddemann,5
P.LACHEMEYER,P.LACHEMEYER | P.LEHMAIER | P.LOESCHER | W. Lachenmeyer | WILH.LACHENMEYER,5
J.J. MOERENHOUT,J. J. MOERENHOUT | J.J. MOERENHOUT | J.J.EECKHOUT | J.J.von Eeckhout,5
JOHN GEORGE VON HAMILTON,JOHN GEORGE BROWN | JOHN GEORGE VON HAMILTON | John George von Hamilton,5
L.Plas,L.PLAS | L.PLUIJMS | L.Perla | L.Perzl | L.Plas,5
H.M.SORGH,H.J. Bource | H.M.Borc | H.M.SORGH,5
P.DE RINGH,P. Direng | P.DE RINGH | P.de RING | P.deRINGH,5
TH. GROSSE,TH. GROSSE | TH. RIESS | TH. RISS-MERAN | Th.v.Grote,5
P.NEUMANN,P. THUMANN | P.LEMANN | P.Lemann | P.NEUMANN | P.Thumann,5
ED. MULLER,E. Mezger | E.MULLER | ED. MULLER | Ed. Mezger | Ed.J.Muller,5
ANTOINE JOSEPH WIERTZ,ANTOINE JOSEPH WIERTZ | ANTOINE VESTIER | Antoine Joseph Wiertz | Antoine Vestier,5
J.Petit,C.E.PLITT | C.PETIT | J.PETIT-JEAN | J.PETTENEGG | J.Petit,5
JORIS VAN DER HAGEN,JORIS VAN DER HAGEN | JORIS VERHAGEN | JORIS v.d.HAGEN | JORIS van der VLIET,5
NOEL DE FREVILLE,NOEL DE FREVILLE | Noel de Freville | Noel de Treville,5
ALEXANDER RITTER VON BENSA,ALEXANDER RITTER VON BENSA | ALEXANDER VON BENSA | Alex. Rene Veron | Alexander von Bensa | Alexandre Rene Veron,5
Hettich,E.Hettich | HETTIG | Hettich,5
H.WADERE,H. Waanders | H.Kadeder | H.Karcher | H.WADERE | H.Waanders,5
A.GARINO,A.GARINO | A.Rigen | A.Rigon | A.Vugrin | R.Vugrin,5
EDMUND STEPPES,EDMUND K.T.M.STEPPES | EDMUND STEPPES | Edmund Steppes,5
WILLIAMS COLLINS,WILLIAM COLLINGWOODSMITH | WILLIAM COLLINS | WILLIAM DOBSON | WILLIAMS COLLINS | William Wyon,5
PEETER GYZELS,PEETER GYZELS | PEETER MEERT | PEETERBOEL | Peeter Gyzels,5
ANDRIES VAN ERTVELT,ANDRIES VAN ERTVELT | ANDRIES VANARTVELT | Andreas van Artvelt | Andries v. Artvelt,5
J. VARONI,J. VARONI | J. van Mierevelt | J. van Miris | J.BARONI | J.VARONI,5
NICOLAS van EYCK,NICOLAAS VAN DER HORST | NICOLAAS VAN EYCK | NICOLAES VAN EYCK | NICOLAS VAN DER HORST | NICOLAS van EYCK,5
PAUL MUCHA,PAUL CHABAS | PAUL MUCHA | PAULBURCK | PAULRUBACH,5
GIACOMO PALMA IL GIOVINO,"GIACOM0 PALMA IL GI0VINO | GIACOMO PALMA IL GIOVINO | Giacomo Palma d. A. | Giacomo Palma,gen. Palma Vecchio",5
FRIEDRICH LOSSOW,FRIEDR. WEISBROD | FRIEDR.LOSSOW | FRIEDRICH LOSSOW,5
L. MEIXNER,A. Meixner | Aug. Meixner | L. MEIXNER | L.MEYER | L.Meixner,5
LIENARD DEFRANCE,LEONARD DE FRANCE | LIENARD DEFRANCE,5
J.B. WINCKLER,Ed.Winkler | J.B. WINCKLER | J.B.WENGLER | J.B.Zwecker | J.Winkler,5
J. CLAUSS,J. CLAUSS | J. Clauss | J. KLAUS | J.KAPPUS,5
J.KOOK,J. CooK | J. Coudry | J.KOENE | J.KOOK | J.Koken,5
