canonical,variants,count
Ludwig Voltz,LUDWIG ELSHOLTZ | LUDWIG LOFFTZ | LUDWIG VOLTZ | LUDWIG VOLTZt | LUDWIG VON LOEFFTZ | LUDWIG VON LOFFTZ | LUDWIGVOLTZ | Ludwig Elsholtz | Ludwig Furst | Ludwig Grieb | Ludwig Gurlitt | Ludwig Loefftz | Ludwig Lofftz | Ludwig Loffz | Ludwig Otto | Ludwig Philipp Strack | Ludwig Put | Ludwig Putz | Ludwig Stahl | Ludwig VOLLMAR | Ludwig VOLTZ | Ludwig Vollmar | Ludwig Volt | Ludwig Voltz | Ludwig u.Michael Voltz | Ludwig von Lofft | Ludwig von Lofftz | Ludwig von L̦fftz,197
Friedrich Voltz,FRIEDRICH JENTZEN | FRIEDRICH JOHANN VOLTZ | FRIEDRICH JOHANNES VOLTZ | FRIEDRICH METZ | FRIEDRICH V0LTZ | FRIEDRICH VOLTZ | FRIEDRICHVOLTZ | FRIEDRICHVOLTZt | Friedrich Johann VOLTZ | Friedrich Johann Voltz | Friedrich Volt | Friedrich Voltz | Friedrich und Ludwig Voltz,196
DAUMIER,"DAUMIER | DAUMIER (D'apres) | DAUMIER (H.) | DAUMIER (HONORE) | DAUMIER HONORE | DAUMIER,HONORE | Daumier | H.DAUMIER | H.Daumier",192
FRANS FRANCKEN,"FRANCK (FLORIS) | FRANCK (FRANCOIS) | FRANCKEN (FRANS) | FRANCKEN (Frans) | FRANCKEN II,FRANS | FRANCKEN,FRANS DER JUNGERE | FRANCKEN,FRANS,D.J. | FRANCOIS FRANCKEN | FRANCOIS FRANKEN | FRANS FRANCEN | FRANS FRANCKEN | FRANS FRANCKEN D.J. | FRANS FRANCKEN DER AELTERE | FRANS FRANCKEN DER ALTERE | FRANS FRANCKEN DER JUNGERE | FRANS FRANCKEN I | FRANS FRANCKEN II | FRANS FRANCKEN II. | FRANS FRANCKEN III | FRANS FRANCKEN d. Ae. | FRANS FRANCKEN d. J. | FRANS FRANCKEN d.Aeltere | FRANS FRANCKEN d.J. | FRANS FRANCKEN der Jingere | FRANS FRANCKEN der Juingere | FRANS FRANCKENII | FRANS FRANKEN | FRANS FRANKEN D.J. | FRANS FRANKEN DER JUNGERE | FRANS FRANKEN II | FRANS FRANKEN d.I. | FRANS FRANKENIII | FRANZ FRANCKEN | FRANZ FRANCKEN D. ALTERE | FRANZ FRANCKEN DER ALTERE | FRANZ FRANKEN | FRANZ FRANKEN II | FRANZ FRANKEN d. J. | Francis Franken | Francken I. d. J., Frans | Francken, Frans | Francken, Frans d. J. | Francois Francken | Francois Franken | Frangois Francken | Frans FRANCKEN | Frans FRANCKEN d.J. | Frans Francken | Frans Francken H. | Frans Francken I | Frans Francken II | Frans Francken II. | Frans Francken III | Frans Francken Il | Frans Francken d. | Frans Francken d. A. | Frans Francken d. J. | Frans Francken d. g. | Frans Francken d. j. | Frans Francken d.J. | Frans Francken d.g. | Frans Francken der Jungere | Frans Franken | Franz Franck | Franz Franck der Alte | Franz Francken | Franz Francken d. J. | Franz Francken der Jungere",189
Christian Mali,CHRISTIAN ADOLF SCHREYER | CHRISTIAN EZDORF | CHRISTIAN FALCK | CHRISTIAN FRIEDRICH MALI | CHRISTIAN GOTTFRIED KORNER | CHRISTIAN JANK | CHRISTIAN KLAUS | CHRISTIAN KOHLER | CHRISTIAN KRONER | CHRISTIAN LEINBERGER | CHRISTIAN M.BAER | CHRISTIAN MALI | CHRISTIAN MEYER ROSS | CHRISTIAN MORGENSTERN | CHRISTIAN RICHTER | CHRISTIAN ROHLFS | CHRISTIAN ROMMERSHUIZEN | CHRISTIAN SPEYER | CHRISTIAN STOCKLIN | CHRISTIAN STOEKLIN | CHRISTIAN WEHRLIN | CHRISTIAN WILBERG | CHRISTIANERNSTMORGENSTERN | CHRISTIANFRIEDRICH MALI | Christ. F. Mali | Christ. Jank | Christ. Mali | Christian Adam Landenberger | Christian Anhauser | Christian Baer | Christian Boom | Christian Cawenbergh | Christian Dankmeyer | Christian E.B. Morgenstern | Christian E.B.Morgenstern | Christian Ezdorf | Christian F. Morgenstern | Christian Friedrich Mali | Christian Griepenkerl | Christian Haug | Christian Jank | Christian Klaus | Christian Kohler | Christian Kroner | Christian Landenberger | Christian Leikert | Christian Mali | Christian Meyer-Ross | Christian Morgenstern | Christian Moser | Christian Pieper | Christian Reh | Christian Rugendas | Christian STocKLIN | Christian Stocklin | Christian Stocklyn | Christian Stoecklin | Christian Stoefflin | Christian Strobel | Christian Wehrlin | Christian Wilberg | Christian Winck,188
Hermann Kaulbach,HERMAN BAISCH | HERMANM KAULBACH | HERMANN ANSCHUTZ | HERMANN BAISCH | HERMANN KATSCH | HERMANN KAUFFMANN | HERMANN KAUFFMANN JR. | HERMANN KAULBACH | HERRMANN KAUFFMANN | Hermann BAISCH | Hermann Baisch | Hermann KAUFFMANN | Hermann KAULBACH | Hermann Kauffmann | Hermann Kauffmann jun. | Hermann Kaufmann | Hermann Kauibach | Hermann Kaulbach | Hermann Klimsch | Hermann Klotz | Hermann Krabbes | Hermann Neuhaus | Hermann Sandkuhl | Hermann Wassmuth | Herrmann Baisch | Herrmann Kauffmann jr.,187
PHILIPS WOUWERMAN,P. Wouvermann | P.WOUVERMANN | P.WOUWERMAN | P.Wouwerman | PH. WOUVERMAN | PH. WOUWERMAN | PH.WOUVERMAN | PH.WOUVERMANS | PH.WOUWERMAN | PH.WOUWERMANN | PH.WOUWERMANS | PHIL. WOUVERMANN | PHIL.WOUVERMAN | PHIL.WOUWERMAN | PHILIP W0UVERMAN | PHILIP WOUVERMAN | PHILIP WOUWERMAN | PHILIP WOUWERMANN | PHILIPP WOUVERMAN | PHILIPP WOUVERMANN | PHILIPP WOUWERMAN | PHILIPP WOUWERMANS | PHILIPPE WOUVERMANS | PHILIPPS WOUWERMAN | PHILIPPWOUWERMANN | PHILIPS WOUVERMAN | PHILIPS WOUWERMAN | PHILIPS WOUWERMANN | PHILIPS WOUWERMANS | PHILIPSWOUWERMAN | Ph. Wonwerman | Ph. Wouverman | Ph. Wouvermann | Ph. Wouvermans | Ph. Wouwerman | Ph. Wouwermann | Ph. Wouwermanns | Ph. Wouwermans | Ph.Wouvermann | Ph.Wouwerman | Phil. Wouvermans | Phil. Wouwerman | Phil. Wouwermann | Philip Wouvermann | Philip Wouwerman | Philipp Wouvermann | Philipp Wouvermans | Philipp Wouwerman | Philipp Wouwermann | Philipp Wouwermans | Philippe WOUWERMAN | Philips W0UWERMAN | Philips WOUWERMANS | Philips Woumerman | Philips Wouverman | Philips Wouvermans | Philips Wouwerman | Philips Wouwermann | Philips Wouwermans,180
ROUSSEAU,F. ROUSSEAU | LOUSTAU (J.-J.-L.) | PH.ROUSSEAU | ROUSSEAU | ROUSSEAU (J.-J.) | ROUSSEL | Rousseau | Rousseau (Jean-Jacques) | Rousseau I. | Roussel | TH.ROUSSEAU,177
ANTONIUS VAN DYCK,ANTH0NIS VAN DYCK | ANTHONIE VAN CROOS | ANTHONIE VAN DIJCK | ANTHONIE VAN DIJK | ANTHONIE VAN DYCK | ANTHONIS VAN DIJK | ANTHONIS VAN DYCK | ANTHONIS VANDYCK | ANTHONY VAN DYCK | ANTOINE VAN DYCK | ANTON VAN | ANTON VAN BORSSUM | ANTON VAN CROOS | ANTON VAN DIJCK | ANTON VAN DYCK | ANTON VAN DyCK | ANTON van MOR | ANTONI VAN DYCK | ANTONIE VAN CROOS | ANTONIE VAN DYCK | ANTONIE VANCROOS | ANTONIS VAN DYCK | ANTONIUS VAN DYCK | ANTONIUS VANDYCK | ANTONIUS van DYCK | ANTONIUSVAN DYCK | Anthon van Dyck | Anthonie VAN DIJCK | Anthonie VAN DYCK | Anthonie van Dijck | Anthonie van Dyck | Anthonie van den Bos | Anthonis VAN DYCK | Anthonis van Dijck | Anthonis van Dyck | Anthonius van Dyck | Anthony van Dyck | Anthonys van DYCK | Antoine Van Dyck | Antoine van DYCK | Antoine van Dyck | Anton van Dyck | Anton van Dyick | Anton van Dyk | Antoni van Dyck | Antonie J. van | Antonie van Croos | Antonie van Croosz | Antonie van Dyck | Antonius van Dyck | Antonius von Dyck,177
ADRIAEN VAN OSTADE,ADRIAAN VAN OSTADE | ADRIAAN v.OSTADE | ADRIAAN van OSTADE | ADRIAEN IANSZ VON OSTADE | ADRIAEN JANSZ VAN OSTADE | ADRIAEN JANSZ VON OSTADE | ADRIAEN VAN 0STADE | ADRIAEN VAN DIEST | ADRIAEN VAN NIEULAND | ADRIAEN VAN NIEULANDT | ADRIAEN VAN OSTADE | ADRIAEN VAN STALBEMT | ADRIAEN VAN UTRECHT | ADRIAEN VON OSTADE | ADRIAEN v. OSTADE | ADRIAEN v.OSTADE | ADRIAEN van NIEULANDT | ADRIAEN van OSTADE | ADRIAEN van UTRECHT | ADRIAENVAN OSTADE | ADRIAENVANNIEULANDT | ADRIAENVANOSTADE | ADRIAN OSTADE | ADRIAN VAN OSTADE | ADRIAN VAN UTRECHT | ADRIAN VON OSTADE | ADRIAN van UTRECHT | ADRIANVAN OSTADE | Adriaan v. Ostade | Adriaan v. utrecht | Adriaan van Ostade | Adriaen Jansz van Ostade | Adriaen VAN OSTADE | Adriaen VAN UTRECHT | Adriaen v. Ostade | Adriaen van Nieuland | Adriaen van OSTADE | Adriaen van Ostade | Adriaen van Stalbemt | Adriaen van Utrecht | Adrian Ostade | Adrian v. Ostade | Adrian van Ostade | Adrian van Stalbent | Adrian von Ostade,175
PETER PAUL RUBENS,PETER PAUIL RUBENS | PETER PAUL BURMEISTER | PETER PAUL MULLER | PETER PAUL RUBENS | PETER PAULMULLER | PETER PAULRUBENS | PETER PAULUS RUBENS | PETER-PAUL RUBENS | PETERPAUL RUBENS | PETERPAULMULLER | PETERPAULRUBENS | PETRUS PAUL RUBENS | PETRUS PAULUS RUBENS | Peter Paul Muiller | Peter Paul Muller | Peter Paul RUBENS | Peter Paul Rubens | Pierre-Paul Rubens,175
CORNELIS DE HEEM,CORNELIS BEELT | CORNELIS DE | CORNELIS DE BIE | CORNELIS DE HEEM | CORNELIS DE MAN | CORNELIS DE VOS | CORNELIS DE WAEL | CORNELIS DECKER | CORNELIS DEKKER | CORNELIS ENGELBRECHTSEN | CORNELIS GERITS DECKER | CORNELIS GERRITS DEKKER | CORNELIS GERRITSZ DECKER | CORNELIS GERRITSZ.DECKER | CORNELIS KETEL | CORNELIS MOLENAER | CORNELIS PIETERSZ BEGA | CORNELIS PIETERSZ. BEGA | CORNELIS PIETERSZ.BEGA | CORNELIS STEFFELAAR | CORNELIS de HEEM | CORNELIS de VOS | CORNELIS de VOSS | CORNELISMOLENAER | CORNELISPIETERSZ BEGA | CORNELISZ DECKER | CORNELIUS DE VISSCHER | CORNELIUS DE WAAL | CORNELIUS DE WAEL | CORNELIUS PIETERSZ BEGA | CORNELIUS de HEEM | Cornclis de Heem | Cornelio KETEL | Cornelis (Gerritsz) Decker | Cornelis BL0EMAERT | Cornelis BLOEMAERT | Cornelis Beeldemaker | Cornelis Bloemaart | Cornelis Bloemaert | Cornelis DE HEEM | Cornelis DecRer | Cornelis Decfer | Cornelis Decker | Cornelis Dekker | Cornelis Engelbrechtsen | Cornelis J. Decker | Cornelis Ketel | Cornelis M0LENAER | Cornelis Molenaar | Cornelis Molenaer | Cornelis Pietersz Bega | Cornelis Verbeeck | Cornelis de Baeilleur | Cornelis de Heem | Cornelis de Vos | Cornelis de Wael | Cornelis de aWael | Cornelisz. Decker | Cornelius Decker | Cornelius Molenaer | Cornelius de Heem | GORNELIS ENGELBRECHTSEN | Kornelis Molenaer | NICOLAAS MOLENAAR | Nicolaas Molenaer | Nicolaes Molenaer,175
Wilhelm von Diez,Fr. Wilhelm von Schadow | WILHEIM VON KAULBACH | WILHELM DEVRIENT | WILHELM DIEZ | WILHELM KOBELL | WILHELM V0N KAULBACH | WILHELM VON DIETZ | WILHELM VON DIEZ | WILHELM VON KAULBACH | WILHELM VON KOBELL | WILHELM VONDIEZ | WILHELM VONKOBELLt | WILHELM von DIEZ | WILHELM von DIEz | WILHELM von KAuLBACH | WILHELMVON DIEZ | WILHELMVON KAULBACH | WILHELMVONDIEZ | WILHELMVONKAULBACH | WILLEM VON KOBELL | Wilh. von Kaulbach | Wilhelm Don Kaulbach | Wilhelm Kessel | Wilhelm Kobell | Wilhelm VON KAULBACH | Wilhelm Volker | Wilhelm Voltz | Wilhelm Volz | Wilhelm v. Diez | Wilhelm v. Kaulbach | Wilhelm v. Kobell | Wilhelm v.Kaulbach | Wilhelm van Kobell | Wilhelm von DIEz | Wilhelm von Dietz | Wilhelm von Diez | Wilhelm von KAULBACH | Wilhelm von Kanlbach | Wilhelm von Kaulbach | Wilhelm von Kobell | Wilhelm von Schadow | WilhelmKobell | Wm. von Kaulbach,173
JAN BRUEGHEL,"JAN BREUGEL | JAN BREUGHEL | JAN BREUGHEL D.ALTERE,GEN. SAMMETBREUGHEL | JAN BREUGHEL II | JAN BREUGHEL d. J. | JAN BREUGHEL d. Juing | JAN BREUGHEL d.A. | JAN BRUEGEL | JAN BRUEGHEL | JAN BRUEGHEL D. A. | JAN BRUEGHEL D. J. | JAN BRUEGHEL D.A. | JAN BRUEGHEL D.J. | JAN BRUEGHEL DER AELTERE | JAN BRUEGHEL DER ALTERE | JAN BRUEGHEL DER ALTERE,GEN. SAMMETBRUEGHEL | JAN BRUEGHEL LE VIEUX | JAN BRUEGHEL d. ALTEREN | JAN BRUEGHEL d. Ae. | JAN BRUEGHEL d. Aelt | JAN BRUEGHEL d. J. | JAN BRUEGHEL d.1. | JAN BRUEGHEL d.I. | JAN BRUEGHEL d.J. | JEAN BREUGHEL | JEAN BRUEGHEL | JOHANNES BRUEGHEL | Jan BRUEGHEL | Jan BRUEGHEL d.Ae. | Jan Breugel | Jan Breughel | Jan Breughel d. Ae. | Jan Brueghe1 | Jan Brueghel | Jan Brueghel I | Jan Brueghel I. | Jan Brueghel d. A. | Jan Brueghel d. Ae | Jan Brueghel d. Ae. | Jan Brueghel d. J. | Jan Brueghel d.A. | Jan Brueghel d.Aeltere | Jan Brueghel der Aeltere | Jan Brueghel der Altere | Jan Brueghel der Jingere | Jan Brueghel, der Jungere | Jan van Breughel",171
JEAN BAPTISTE MONNOYER,JAN BAPTISTE GREUZE | JEAN BAPT. MONNOYER | JEAN BAPTIST REGNAULT | JEAN BAPTISTE | JEAN BAPTISTE ARTHUR CALAME | JEAN BAPTISTE BOSSCHAERT | JEAN BAPTISTE CAMILLE COROT | JEAN BAPTISTE CHARDIN | JEAN BAPTISTE FAUVELET | JEAN BAPTISTE GREUZE | JEAN BAPTISTE GUYOT DUBUISSON | JEAN BAPTISTE HUET | JEAN BAPTISTE ISABEY | JEAN BAPTISTE JOSEPH PATER | JEAN BAPTISTE JSABEY | JEAN BAPTISTE LAMBRECHTS | JEAN BAPTISTE LEROY | JEAN BAPTISTE MADOU | JEAN BAPTISTE MAES | JEAN BAPTISTE MARTIN | JEAN BAPTISTE MOLE | JEAN BAPTISTE MONNOYER | JEAN BAPTISTE NATTIER | JEAN BAPTISTE OUDRY | JEAN BAPTISTE OUDRy | JEAN BAPTISTE PATER | JEAN BAPTISTE PIERRE | JEAN BAPTISTE REGNAULT | JEAN BAPTISTE S.CHARDIN | JEAN BAPTISTE SANTERRE | JEAN BAPTISTE VAN LOO | JEAN BAPTISTE VAN MOER | JEAN-BAPTISTE | JEAN-BAPTISTE GREUZE | JEAN-BAPTISTE PATER | JEANBAPTISTE GREUZE | Jan Baptiste MADOU | Jean Bapt. Monnoyer | Jean Bapt.Arthur Calame Jehon | Jean Baptifte Monnoyer | Jean Baptist Camille Corot | Jean Baptist Greuze | Jean Baptist Madou | Jean Baptist Mallet | Jean Baptist Monnoyer | Jean Baptiste Calame | Jean Baptiste Camille | Jean Baptiste Camille Corot | Jean Baptiste Fauvelet | Jean Baptiste GREUZE | Jean Baptiste GREuzE | Jean Baptiste Greuze | Jean Baptiste Isabey | Jean Baptiste Leroy | Jean Baptiste Madou | Jean Baptiste Massard | Jean Baptiste Mlonnoyer | Jean Baptiste Monnoyer | Jean Baptiste Pater | Jean Baptiste Robie | Jean-Baptiste GREUZE | Jean-Baptiste Greuze | Jean-Baptiste Mallet | Jean-Baptiste-Camille COROT | Jean-Baptiste-Camille Corot,171
HUET,HUBERT | HUET | HUGUET | Huet | Huguet | Huguet (V) | Huguet (V.),167
LEBOURG,"LE BRUN | LEBOURG | LEBOURG (AIbert) | LEBOURG (ALBERT) | LEBOURG (Albert) | LEBOURG, A. | LEBOURG,ALBERT | LEBRUN | Le Brun | Lebrun",165
BARYE,BARRY | BARYE | Barye,162
BOUDIN,BOLDINI | BOUDIN | Boudin | ODIE | OUDINE,162
LAVREINCE,LAVREINCE | LAWREINCE | LAWRENCE | Lawrence | N. Lavreince | N.LAVREINCE | TH. LAWRENCE | Th. Lawrence | Tho. Lawrence | Tho.LAWRENCE,162
Ernst Zimmermann,ALBERT ZIMMERMANN | ALBERTZIMMERMANN | ALFRED ZIMMERMANN | Albert Zimmermann | Alfred Zimmermann | Aug.Albert Zimmermann | ERNST FRIEDRICH 0LDERMANN | ERNST HEIDEMANN | ERNST HEILEMANN | ERNST KETTEMANN | ERNST LIEBERMANN | ERNST ZIMMERMANN | ERNSTZIMMERMANN | Erich Kettemann | Ernst Finkmeyd | Ernst Friedrich OLDERMANN | Ernst HEILEMANN | Ernst Heilemann | Ernst Karl Georg Zimmermann | Ernst Liebermann | Ernst Wiemann | Ernst Zimmermann | Ernst Zimmermaun | Erwin Kettemann | FR. ZIMMERMANN,160
Julius Seyler,JULIUS BRETZ | JULIUS DIEZ | JULIUS EHRENTRAUT | JULIUS EXTER | JULIUS FIEBIGER | JULIUS GEERTS | JULIUS GEERTZ | JULIUS HAMEL | JULIUS HESS | JULIUS HINTZ | JULIUS HUBNER | JULIUS HUTH | JULIUS HUTHER | JULIUS KOCH | JULIUS KOCKERT | JULIUS KRAUT | JULIUS LECHNER | JULIUS MONIEN | JULIUS MUHR | JULIUS MUNZ | JULIUS NAUE | JULIUS NITSCHE | JULIUS NOERR | JULIUS NORR | JULIUS SEYLER | JULIUS SEyLER | JULIUS VON KLEVER | JULIUS VON KLEWER | JULIUS VON KOSSAK | JULIUS WELSCH | JULIUS WOPFNER | JULIUS ZIELCKE | JULIuS HESSE | Julius Benczur | Julius Bretz | Julius Diez | Julius Exter | Julius Fehling | Julius Fehr | Julius Hather | Julius HeB | Julius HeR | Julius Heb | Julius Hubner | Julius Huth | Julius Huther | Julius Klebe | Julius Kockert | Julius Koekert | Julius Kornbeck | Julius Kossak | Julius Kost | Julius Kriichen | Julius Kurz | Julius Noerr | Julius Norr | Julius Seyler | Julius Thater | Julius Wendorf | Julius Zielcke | Julius von Kossack | Juliusz Kossack,160
CARL SPITZWEG,CARL SPITZWEG | CARLSPITZWEG | Carl SPITZWEG | Carl Spisweg | Carl Spitmeg | Carl Spitweg | Carl Spitzweg | KARL SPITZWEG | KARLSPITZWEG | Karl Spibweg | Karl Spitzweg,159
BOILLY,BOILLY | BOILLY (D'apres L.) | BOILLY (JULES) | BOILLY (L.-L.) | BOILLY (LoUIs) | BOILLY (d'apres L.-L.) | BOILLY(L.-L.) | BOILLY(L.L.),158
JAN STEEN,JAN LOOTEN | JAN LOTEN | JAN STEEN | JAN v. STEEN | Jan Looten | Jan STEEN | Jan Sfeen | Jan Sooten | Jan Steen | Jean Steen,156
FRANCESCO ALBANI,FFANCESCO SALVIATI | FRANC. ALBANI | FRANC.ALBANI | FRANCESCO | FRANCESCO ALBANI | FRANCESCO BACCHIACHA | FRANCESCO BASSANO | FRANCESCO BEDA | FRANCESCO BERTOS | FRANCESCO BONSIGNORI | FRANCESCO BREA | FRANCESCO CASANOVA | FRANCESCO COSSA | FRANCESCO D'UBERTINO | FRANCESCO DE SIMONE | FRANCESCO DEL COSSA | FRANCESCO FERRANDUS | FRANCESCO FRANCIA | FRANCESCO FURINI | FRANCESCO GALIMBERI | FRANCESCO MALACREA | FRANCESCO MALTESE | FRANCESCO MARIO RONDANI | FRANCESCO MELZI | FRANCESCO MOCHI | FRANCESCO MONTEMEZZANO | FRANCESCO MORANDINI | FRANCESCO MORONE | FRANCESCO NENCI | FRANCESCO PARISE | FRANCESCO RAIBOLINI | FRANCESCO RAIBOLINI gen.FRANCIA | FRANCESCO SALVIATI | FRANCESCO SOLIMENA | FRANCESCO SQUARCIONE | FRANCESCO SUSINI | FRANCESCO TERZI | FRANCESCO TORBIDO | FRANCESCO TREVISANI | FRANCESCO UBERTINI BACCHIACCA | FRANCESCO UBERTINI gen. BACCHIACCA | FRANCESCO VINEA | FRANCESCO ZANIA | FRANCESCO ZANIN | FRANCESCOVINEA | FRANCESO FURINI | FRANCISCO FERNANDEZ | Francesco ALBANI | Francesco ALBANO | Francesco Albani | Francesco Borzene | Francesco Boschi | Francesco Casanova | Francesco Cynerole | Francesco De Simone | Francesco Francia | Francesco Froschi | Francesco Furini | Francesco Lopez | Francesco Maderano | Francesco Mola | Francesco Morone | Francesco Raibolini | Francesco Solimena | Francesco Solimene | Francesco Terzi | Francesco Trevisani | Francesco Vinea | Franceso Solimena | Francois Casanova | Franz Casanova | francesco Solimena,155
ADRIAEN BROUWER,ADR. BROUWER | ADR.BROUWER | ADRIAAN BROUWER | ADRIAEN BR0UWER | ADRIAEN BRAUWER | ADRIAEN BROUVER | ADRIAEN BROUWER | ADRIAEN BROWER | ADRIAENBROUWER | ADRIAN BRAUWER | ADRIAN BROUWER | Adr. BROUWER | Adr. Brauwer | Adr. Brouwer | Adr.Brouwer | Adriaan Brouwer | Adriaen BROUWER | Adriaen BROuWER | Adriaen Brouwer | Adrian Brauer | Adrian Brouwer | Adrian Brower | Adrien Brauwer | Hdr. Brouwer,154
ADRIAEN VAN DE VELDE,ADRIAAEN VAN DE VELDE | ADRIAAN V.D.VELDE | ADRIAAN VAN DE VELDE | ADRIAAN VAN DE VENNE | ADRIAAN VAN DER CABEL | ADRIAAN VAN DER WERFF | ADRIAAN van de VENNE | ADRIAAN van der WERFF | ADRIAEN VAN DE VELDE | ADRIAEN VAN DE VENNE | ADRIAEN VAN DER NEER | ADRIAEN VAN DER POEL | ADRIAEN VAN DER VELDE | ADRIAEN VAN DER VENNE | ADRIAEN VAN DER WERFF | ADRIAEN v. de VELDE | ADRIAEN v.d. VELDE | ADRIAEN v.d.VELDE | ADRIAEN v.d.VENNE | ADRIAEN v.de VENNE | ADRIAEN van de VELDE | ADRIAEN van der SPELT | ADRIAENVAN DER WERFF | ADRIAN VAN DE VELDE | ADRIAN VAN DER CABEL | ADRIAN VAN DER VENNE | ADRIAN VAN DER WERF | ADRIAN VAN DER WERFF | ADRIAN van der WERFF | ADRIEN VAN DER | Adriaaen van de Velde | Adriaan v.d. Velde | Adriaan van de Velde | Adriaan van de Venne | Adriaan van der Cabel | Adriaan van der Werff | Adriaen VAN DE VELDE | Adriaen v.Velt | Adriaen v.d. Venne | Adriaen van de VELDE | Adriaen van de Velde | Adriaen van de Venne | Adriaen van der Velde | Adriaen van der Venne | Adriaen van der WERFF | Adriaen van der Werff | Adrian van Duyven | Adrian van de Velde | Adrian van de Venne | Adrian van den Cabel | Adrian van der Velde | Adrian van der Venne | Adrian van der Werf | Adrian van der Werff | Adrien van Ostade | EDGAR VAN DER POEL | Hdriaan van de Velde,152
ADOLF LIER,ADOLF GLATTE | ADOLF HARTEN | ADOLF HOFFLER | ADOLF HOLZEL | ADOLF LIER | ADOLF MULLER | ADOLF OBST | ADOLF PICHLER | ADOLF STABLI | ADOLF STRUBE | ADOLFHOFFLER | ADOLFLIER | ADOLPH HOLZEL | ADOLPH LIER | Adolf HOEFFLER | Adolf HOFFLER | Adolf HOLZL | Adolf Haller | Adolf HoFFLER | Adolf Hoeffler | Adolf Hoffler | Adolf Holzel | Adolf Holzl | Adolf LIER | Adolf Liben | Adolf Lier | Adolf Minzer | Adolf Muiller | Adolf Muller | Adolf Muller-Grantzow | Adolf Munzer | Adolf Pichler | Adolf fier | Adolfo Levier | Adolph Lier | RUDOLF KUCHLER | RUDOLF PICHLER | Rudolf Muller | Rudolf Pichler,151
GUIDO RENI,GUDE | GUID0 RENI | GUIDE | GUIDO RENI | Guide Burnit | Guido RENI | Guido Reni,150
SALVATOR ROSA,SALVATER ROSA | SALVATOR ROSA | SALVATORE ROSA | SALVATOREROSA | SALVATORROSA | Saluator Rosa | Salvafor Roia | Salvat0re R0SA | Salvator Rosa | Salvatore R0sA | Salvatore Rosa,150
GUARDI,F. GUARDI | F.GRANDI | F.GUARDI | F.GUIGARD | F.Graf | F.Grassel | F.Guardi | FR. GUARDI | FR.GUARDI | Fcso. Guardi | GUARDI | GUARDI G | GUIARD | GUIAUD | GUIDO | GUYARD | Guardi | HUARD,150
ZIEM,F. Ziem | F.ZIEM | F.Ziem | ZIEM | Ziem,149
FRANZ VON LENBACH,FRANZ ITTENBACH | FRANZ IUTTNER | FRANZ LENBACH | FRANZ VON HOVEN | FRANZ VON LENBACH | FRANZ VON SCHOBER | FRANZ VONLENBACH | FRANZ von LENBACH | FRANZV.LENBACH | FRANZVON LENBACH | FRANZVONLENBACH | Franz Ittenbach | Franz von LENBACH | Franz von Lenbach | Franz von Lenbad,148
LUDWIG HARTMANN,LUDW. MUNTHE | LUDW.MUNTHE | LUDWIG BECKMANN | LUDWIG DETTMANN | LUDWIG FRIEDRICH SCHNELL | LUDWIG HARTMANN | LUDWIG MUNTHE | LUDWIG SCHEUERMANN | LUDWIGDETTMANN | LUDWIGHARTMANN | Louis Hartmann | Ludwig Beckmann | Ludwig Dettmann | Ludwig HARTMANN | Ludwig Hartmann | Ludwig Hermann | Ludwig Muhrmann | Ludwig Munthe,147
LUDWIG WILLROIDER,LUD WIG WILLROIDER | LUDWIG DILL | LUDWIG MULLER | LUDWIG STILLER | LUDWIG WILLROIDER | LUDWIGWILLROIDER | Ludwig WILLROIDER | Ludwig Willroider,145
LARGILLIERE,"LAGUILLERMIE | LARGILLIERE | LARGILLIERE (DE) NICOLAS | LARGILLIERE (Ecole de N.) | LARGILLIERE (Genre de) | LARGILLIERE (N. de) | LARGILLIERE (N.de) | LARGILLIERE (NICOLAS DE) | LARGILLIERE (NICOLASDE) | LARGILLIERE(NICOLAS DE) | LARGILLIERE, NICOLAS DE | LARGILLIERE,N. | LARGILLIERE,NICOLAS DE | LARGILLIERRE | Largilliere | Largilliere Nicola | Largilliere,Nicolaus de | N. LARGILLIERE | N. Largilliere | N.Largilliere | NICOLAES DE LARGILLIERE | NICOLAS DE LARGILLIERE | NICOLAS LARGILLIERE | NICOLAUS DE LARGILLIERE | NICOLAUS LARGILLIERE | Nicolas de Largilliere | Nikolas de Largilliere",142
