canonical,variants,count
Unbekannte hollandische Meister,HOLLANDISCHER MEISTER des 17. Jahrhunderts | Hollandischer Meister des 17. Jahrhunderts | Hollandischer Meister des XVIl. Jahrhunderts | Hollandischer Meister um 1650 | Hollandischer Meister um 1680 | Hollandischer Meister um 1700 | Hollandischer Meister von 1642 | Hollandischer Meister von 1655 | Hollandischer Stillebenmaler des 17. Jahrhunderts | Unbekannte hollandische Meister,12
NIEDERLAENDISCHE SCHULE,NIEDERDEUTSCHE SCHULE | NIEDERLAENDISCHE SCHULE | NIEDERLANDER SCHULE,12
Jtalienifche Schule,Jfalieniiche Schule | Jtalienifche Schule | Jtalieniiche Schule | Jtalienilche Schule | Stalienifche Schule,12
Russischer Meister,RUSSISCH | RUSSISCH-GRIECHISCH | Russie | Russische Meister | Russischer Meister,12
REMBRANDT-SCHULE,REMBRANDT SCHULE | REMBRANDT-SCHULE | REMBRANDTS SCHULE | REMBRANDTSCHULE,12
MITTELRHEINISCH,MITTELRHEINISCH | Mitfelrheinisch | Mittelrheinisch,12
SCUOLA DI FIORENZO DI LORENZO,SCUOLA DI AMBROGIO LORENZETTI | SCUOLA DI BARTOLOMEO VIVARINI | SCUOLA DI BERNARDO DADDI | SCUOLA DI FIORENZO DI LORENZO | SCUOLA DI GIOVANNI BELLINI | SCUOLA DI GIOVANNI BOCCATI | SCUOLA DI LEONARDO DA VINCI | SCUOLA DI LEONARDO DA VINGI | SCUOLA DI LORENZO DI CREDI | SCUOLA DI PIERO DI COSIMO,11
ECOLE PRIMITIVE,ECOLE ITALIENNE PRIMITIVE | ECOLE PRIMITIVE | ECOLE PRIMITIVE ITALIENNE,11
Nymphenburg,NYMPHENBURG | Nymphenburg,11
ECOLE DE L'ALBANI,ECOLE DE CARLO DOLCI | ECOLE DE L'ALBANI | ECOLE DE MURILLO | ECOLE DE NICCOLO ALUNNO | ECOLE DE RAFFAELLO SANZIO | ECOLE DES BASSANO,11
Maitre de l'Italie Septentrionale,ECOLE DE L'ITALIE CENTRALE | ECOLE DE L'ITALIE DU NORD | ECOLE DE LA HAUTE-ITALIE | ECOLE DU NORD DE L'ITALIE | Maitre de l'Italie Septentrionale,11
SCHOOL OF COLOGNE,Alte Kolner Schule | Alte Schule | SCHOOL OF AVIGNON | SCHOOL OF COLOGNE | SCHOOL OF GIOTTO | SCHOOL OF THE CLOUETS | SCHOOL OF TOURAINE | SCHOOL of AVIGNON | SCHOOL of BRUGES,11
ECOLE ALLEMANDE (XVI SIECLE),ECOLE ALLEMANDE (XVI SIECLE) | ECOLE ALLEMANDE (XVe siecle) | ECOLE ALLEMANDE (xvI SIECLE) | ECOLE ALLEMANDE (xvIe siecle) | ECOLE ALLEMANDE(xvIsiecle) | ECOLE ITALIENNE (XVII siecle) | ECOLE ITALIENNE (XVIIIe siecle) | ECOLE ITALIENNE (xvIe siecle) | ECOLE ITALIENNE XVII SIECLE),11
ECOLE RUSSE,ECOLE | ECOLE RUSSE | ECOLE SUISSE,11
Schule Rubens,Schule P. P. Rubens | Schule Peter Paul Rubens | Schule Rubens | Schule Rubens' | Schule des P. P. Rubens | Schule des P.P. Rubens | Schule des Rubens,11
UNBEKANNTER MEISTERDES XVII.JAHRHUNDERTS,"UNBEKANNTE MEISTER,XVI.JAHRH. | UNBEKANNTER MALER DES XVIII.JAHRHUNDERTS | UNBEKANNTER MEISTER XVI.JAHRH. | UNBEKANNTER MEISTER XVIHI.JAHRH. | UNBEKANNTER MEISTER XVII.JAHRH. | UNBEKANNTER MEISTER XVIII. JAHRH. | UNBEKANNTER MEISTER,XVII. JAHRHUNDERT | UNBEKANNTER MEISTER,XVIII.JAHRHUNDERT | UNBEKANNTER MEISTERDES XVII.JAHRHUNDERTS | UNBEKANNTERMEISTERDES18.JAHRHUNDERT | Unbekannter Meister XVll. Jahrh.",11
Russische Schule,Russische Schule,11
SCHULE VON BRUGGE,SCHULE VON BRUGGE | SCHULE VON BURGUND | SCHULE VON FERRARA | SCHULE VON NEAPEL | SCHULE VON PARMA,11
"HOLLANDISCHE SCHULE,XVII.JAHRH.","HOLLANDISCHE SCHULE DES 17. JAHRH. | HOLLANDISCHE SCHULE DES 17. JAHRHUNDERTS | HOLLANDISCHE SCHULE DES 17.JAHRHUNDERTS | HOLLANDISCHE SCHULE DES 18. JAHRH. | HOLLANDISCHE SCHULE,XVII.JAHRH. | HOLLANDISCHE SCHULE.XVII.Jahrh | HOLLÃNDISCHE SCHULE DES 17.JAHRH. | Hollandische Schule des XVIII. Jahrh. | Hollandische Schule, Mitte 17. Jahrh.",11
SIENESISCHER MEISTER,SIENESISCHER MEISTER | Sieneser Meister | Sienesischer Meister | Siennesischer Meister,11
Nazarener Schule,NAZARENER | NAZARENER SCHULE | Nazarener | Nazarener Schule | Nazarener-Schule | Nazarenerschule,11
VLAMISCHE SCHULE DES 15.JAHRH,"FLAMISCHE SCHULE 17.JAHRH. | VLAMISCHE SCHULE DES 15. JAHRHUNDERTS | VLAMISCHE SCHULE DES 15.JAHRH | VLAMISCHE SCHULE DES 16. JAHRH | VLAMISCHE SCHULE DES 17. JAHRH | VLAMISCHE SCHULE DES 17.JAHRH. | VLAMISCHE SCHULE DES 17.JAHRHUNDERTS | VLAMISCHE SCHULE XVII. Jahrh. | VLAMISCHE SCHULE,16. JAHRH. | VLÃMISCHE SCHULE DES 17.JAHRH. | VLÃMISCHE SCHULE DES 18.JAHRH.",11
FLAEMISCHER MEISTER DES 17.JAHRHUNDERTS,FLAEMISCHER MEISTER DES 17. JAHRHUNDERTS | FLAEMISCHER MEISTER DES 17.JAHRHUNDERTS | ROMISCHER MEISTER DES 16. JAHRHUNDERTS | ROMISCHER MEISTER DES 16.JAHRHUNDERTS | VLÃMISCHER MEISTER ANFANG DES 17.JAHRH. | VLÃMISCHER STILLEBENMALER DES 17.JAHRH.,11
FRANZOSISCH 18.JAHRH.,"FRANZ.MEISTER DES 18.JAHRH. | FRANZOS. STILLEBENMALER 19.JAHRH. | FRANZOSISCH 1.HALFTE 18.JAHRH. | FRANZOSISCH 1.HALFTE DES 18.JAHRH. | FRANZOSISCH 18. JAHRH. | FRANZOSISCH 18.JAHRH. | FRANZOSISCH, 18.JAHRH. | FRANZOSISCH,18.JAHRHUNDERT | FRANZOSISCH,18.Jahrhundert | FRANZOSISCH,2.HALFTE 18.JAHRH.",11
DUSSELDORFER SCHULE,DUESSELDORFER MEISTER | DUSSELDORFER MEISTER | DUSSELDORFER SCHULE,11
TOSKANISCH,TOSKANA | TOSKANISCH | Toskanisch,11
Diezschule,Diezschule | Lierschule,11
HOLLANDISCH 18.JHRH.,"HOLLANDISCH 17.JAHRH. | HOLLANDISCH 18.JHRH. | HOLLANDISCH, 17. JAHRH. | HOLLANDISCH,17.JAHRH. | HOLLANDISCH,17.JAHRHUNDERT | HOLLANDISCH,MITTE 17.JAHRHUNDERT | HOLLANDISCH,MITTE 19. JAHRH. | Hollandisch, 17. Jahrh. | Hollandisch, 19. Jahrh. | Hollandisch, Ende 18. Jahrh. | Hollandisch,17. Jahrh.",11
Delft,DELFT | Delft | Delfter,10
Hochst,HOCHST | HOCHT | Hochst,10
Scuola Lombarda,Scuola Lombarda | Scuola lombarda,10
MAITRE FLORENTIN DE LA SECONDE MOITIE DU XIVE SIECLE,MAITRE FLORENTIN DE LA SECONDE MOITIE DU XIVE SIECLE | MAITRE FLORENTIN DE LA SECONDE MOITIE DU XVIE SIECLE | MAITRE FLORENTIN DU XVE SIECLE | MAITRE LOMBARD DE LA PREMIERE MOITIE DU XVIE SIECLE | MAITRE VENITIEN DE LA FIN DU XVE SIECLE | MAITRE VENITIEN DE LA SECONDE MOITIE DU XVIESIECLE | MAiTRE DU RHIN DE LA MOITIE DU XVE SIECLE | MAiTRE FLORENTIN DE LA FIN DU XVE SIECLE | MAiTRE FLORENTIN DE LA SECONDE MOITIE DU XVE SIECLE | MAiTRE FLORENTIN DE LA SECONDE MOITIE DU XVE SIECLE ECOLE D'ANDREA DELVERROCCHIO,10
RUBENS,RUBENS | RUBENS SCHULE | RUBENS-SCHULE | RUBENSSCHULE,10
SCUOLA GRECA,ECOLE GRECO-RUSSE | SCUOLA GRECA | SCUOLA GRECO RUSSA | SCUOLA GRECO-RUSSA | SCUOLA RUSSA | Scuola Greco-Russa,10
MIGNARD (Ecole de),MIGNARD (Ecole de) | RIGAUD (Ecole de),10
Ludwigsburg,Ludwigsburg | Ludwigsburger | Ludwigsburger Fabrikat,10
Augsburger Meister aus der zweiten Halfte des XVI. Jahrh.,Augsburger Meister | Augsburger Meister aus der zweiten Halfte des XVI. Jahrh. | Augsburger Schule | Augsburger Schule. 17. Jahrhundert,10
Meister des XVI. Jahrhunderts,Meister Anfang des 18. Jahrhunderts | Meister Des 14. Jahrhunderts | Meister a. d. Anfang d.18. Jahrhunderts | Meister ad. Mitte des 16. Jahrhunderts | Meister des 16. Jahrhunderts | Meister des 16.18. Jahrhunderts | Meister des 17. Jahrhunderts | Meister des 17.Jahrhunderts | Meister des 19. Jahrhunderts | Meister des XVI. Jahrhunderts,10
Antwerpener Meister,Antwerpener Manierist | Antwerpener Meister | Antwerpener Schule,10
Deutsche Schule XVl. Jahrh.,DEUTSCHE SCHULE DES XVII. JAHRHUNDERTS | DEUTSCHE SCHULE DES XVIII. JAHRH. | Deutsche Schule XVl. Jahrh. | Deutsche Schule des 15. Jahrh. | Deutsche Schule des 16. Jahrh. | Deutsche Schule des 18. Jahrh. | Deutsche Schule des I8. Jahrhunderts | Deutsche Schule des XV.Jahrh. | Deutsche Schule des XVI. Jahrh. | Deutsche Schule des XVll. Jahrh.,10
ENGLISCHE SCHULE DES 18. JAHRHUNDERTS,ENGLISCHE SCHULE 1S. JAHRHUNDERT | ENGLISCHE SCHULE DES 18. JAHRHUNDERTS | ENGLISCHE SCHULE DES 19.JAHRH. | ENGLISCHE SCHULE DES XVIII. JAHRHUNDERTS | ENGLISCHE SCHULE DES XVIII.JAHRH. | Englische Schule XVIll. Jahrh. | Englische Schule XVlll. Jahrh. | Englische Schule des XIX. Jahrh. | Englische Schule des XVill. Jahrh.,10
Niederlandischer Meister um 1700,"NIEDERLANDISCH UM 1520 | NIEDERLANDISCH,UM 1500 | NIEDERLANDISCH,UM 1570 | NIEDERLANDISCH,UM 1600 | NIEDERLANDISCH,UM 1650 | NIEDERLANDISCHER MEISTER UM 1520 | NIEDERLANDISCHER MEISTER UM 1540 | NIEDERLANDISCHER MEISTER UM 1600 | NIEDERLANDISCHER MEISTER UM 1660 | Niederlandischer Meister um 1700",10
ALTNIEDERLANDISCHE SCHULE,ALTNIEDERLANDISCH | ALTNIEDERLANDISCHE SCHULE | ALTNIEDERLANDISCHER MEISTER | AltniederlÃ¤ndisch,10
Niederlandischer Kunstler,Niederlandischer Kunstler | Niederlandischer Maler | Niederlandischer Maler des 17.Jahrhunderts,10
SCHULE DES PETER PAUL RUBENS,SCHULE DES PETER PAUL RUBENS | SCHULE DES PIERRE PAUL PRUDHON | SCHULE des PETER PAUIL RUBENS | Shule des PETER PAUL RUBENS,10
Vlamischer Meister vom Ende des 16. Jahrhunderts,"VLAMISCHE SCHULE des 17. Jahrhunderts | VLAMISCHER MEISTER des 17. Jahrhunderts | VLAMISCHER MEISTER des 18. Jahrhunderts | VLAMISCHER MEISTER, 17. Jahrhundert | VLAMISCHER MEISTFR des 17. Jahrhunderts | Vlamischer Meister 18. Jahrhundert | Vlamischer Meister des 17. Jahrhunderts | Vlamischer Meister vom Ende des 16. Jahrhunderts | Vlamischer Romanist vom Ende des 16. Jahrhunderts",10
OBERITALIENISCHER MEISTER UM 1500,OBERITALIENISCH GEGEN 1520 | OBERITALIENISCH UM 1520 | OBERITALIENISCH UM 1550 | OBERITALIENISCH UM 1600 | OBERITALIENISCH() 1700 | OBERITALIENISCHE SCHULE UM 1700 | OBERITALIENISCHER BYZANTINIST UM 1400 | OBERITALIENISCHER MARINEMALER UM 1700 | OBERITALIENISCHER MEISTER UM 1500,10
GRIECHISCH,GRIECHISCH | GRIECHISCH-ARCHAISCH | GRIECHISCHARCHAISCH,10
Oberitalienisch,OBER-ITALIENISCH | Oberitalienisch | Oberitalienische Meister | Oberitalienischer Meister | oberitalienischer Meister,9
Greek,GREEK SCHOOL | Greek,9
ECOLES FLAMANDE ET HOLLANDAISE,"ECOLE FLAMMANDE ET HOLLANDAISE | ECOLE HOLLANDAISE ET FLAMMANDE | ECOLES ALLEMANDE FLAMANDE ET HOLLANDAISE | ECOLES ALLEMANDE,FLAMANDE | ECOLES FLAMANDE ET HOLLANDAISE | ECOLES HOLLANDAISE ET FLAMANDE | ECOLESFLAMANDE ET HOLLANDAISE",9
MAiTRE FRANCAIS,MAITRE ANGLAIS | MAITRE ANVERSOIS | MAITRE NEERLANDAIS | MAiTRE ANGLAIS | MAiTRE ESPAGNOL | MAiTRE FRANCAIS,9
Tuscan,Tuscan,9
SIENESE SCHOOL,Genuesische Schule | SIENESE SCHOOL | Sienesische Schule,9
Niederlandischer Meister des 17. Jahrhunderts,"NIEDERLANDISCHE MALER des 17. Jahrhunderts | Niederlander Schule,Ende 18. Jahrhundert | Niederlander des 17. Jahrhunderts | Niederlandische Meister des 17. Jahrhunderts | Niederlandischer Meister des 16. Jahrhunderts | Niederlandischer Meister des 17. Jahrhunderts | Niederlandischer Meister des 18. Jahrhunderts",9
Westfalischer Meister,WESTDEUTSCHER MEISTER | WESTFALISCHER MEISTER | Westfalischer Meister,9
Nurnberger Meister,NURNBERG | NURNBERGER MEISTER | NURNBERGER SPATBAROCKMALER | Nurnberg | Nurnberger Meister,9
Franzosische Schule des XVlll. Jahrh.,"FRANZÃSISCHE SCHULE DES 18.JAHRH. | Franzolilche Schule des 17.lahrh. | Franzolilche Schule des 18. Jahrh. | Franzosische Meister des 18. Jahrh. | Franzosische Schule des 17. Jahrh. | Franzosische Schule des XVlll. Jahrh. | Franzosische Schule, Mitte 18. Jahrh. | Franzosische Schule. XVIll. Jahrh | Franzosischer Meister, Ende 17. Jahrh.",9
Schule von Brigge,Schule von Brescia | Schule von Brigge | Schule von Brugge | Schule von Bruigge | Schule von BrÃ¼gge,9
BYZANTINISCHE SCHULE,ALTBYZANTINISCHE SCHULE | BYZANTINISCHE SCHULE,9
MEISTER DES XIX.JAHRHUNDERTS,MEISTER DES 17.JAHRHUNDERT | MEISTER DES XIX.JAHRHUNDERTS | MEISTER DES XVII. JAHRHUNDERTS | MEISTER DES XVII.JAHRHUNDERTS | Meister des 18. Jahrh. | Meister des XIX. Jahrh | Meister des XVI.Jahrhunderts | Meister des l8. Jahrh,9
Rubensschule,Rubens Schule | Rubens' Schule | Rubens'Schule | Rubens=Schule | Rubensschule,9
ENGLISCHER MEISTER DES 18. JAHRHUNDERTS,"ENGLISCHER MEISTER DES 18. JAHRHUNDERTS | ENGLISCHER MEISTER DES 18.JAHRHUNDERTS | ENGLISCHER MEISTER DES 19.JAHRH. | ENGLISCHER MEISTER DES XVIII.JAHRHS. | ENGLISCHER MEISTER,ZWEITE HALFTE DES 18.JAHRH. | Englischer Meister Des 18. Jahrh. | Englischer Meister des XVIll. Jahrh",9
SIENESISCHE SCHULE,SIENENSER SCHULE | SIENESER SCHULE | SIENESICHE SCHULE | SIENESISCHE SCHULE,9
AGYPTISCH,AGYPTISCH | igyptische,9
TIROLER MEISTER,TIROL | TIROLER MEISTER | TIROLER SCHULE,9
Schwabisch,Schwabisch | Schwabisch-Bayrisch | Schwabisch-frankisch,9
Piloty-Schule,Piloty Schule | Piloty-Schule | Pilotyschule,9
ROMISCHER MEISTER,LOMBARDISCHER MEISTER | ROMISCHER MEISTER | UMBRISCHER MEISTER | UNGARISCHER MEISTER,9
KLEINASIATISCH,KLEINASIATISCH,9
Sicilian,Sicilia | Sicilian,8
RUBENS (Ecole de P.-P.),RUBENS (Atelier de P.-P.) | RUBENS (Ecole de P.-P.) | RUBENS (Ecole de),8
Ecole de Bologne,Ecole Bolonaise | Ecole de Bologna | Ecole de Bologne,8
DUTCH SCHOOL,DUTCH SCHOOL,8
Casteldurante,CASTEL DURANTE | Casteldurante,8
Capodimonte,Capodimonte,8
Scuola Veneta,Scuola Veneta,8
PERSISCH,PERSIAN | PERSISCH | Persien,8
ECOLE D'ANVERS,ECOLE D'ANVERS | ECOLE DE D. TENIERS | ECOLE DE TENIERS | ECOLE DE TENIERS (DAVID),8
ECOLE FLAMANDE (XVII SIECLE),ECOLE FLAMANDE (XVII SIECLE) | ECOLE FLAMANDE (XVe SIECLE) | ECOLE FLAMANDE (xVII sIECLE) | ECOLE FLAMANDE (xvIIe siecle) | ECOLE FLAMANDE (xvn siecle) | ECOLE FLAMANDE (xvr siecle),8
Moderner Meister,Moderne Meister | Moderner Meister,8
Niederdeutsche Schule,Niederdeutsche Schule | Niederdeutsche Schule um 1700,8
Lombardische Schule,Lombardische Schule | Romische Schule,8
Disseldorfer Meister,Diisseldorfer Meister | Disseldorfer Meister | Dusseldorfer Meister,8
ROMISCHE SCHULE,ROMISCHE SCHULE | ROMISCHE SCHULE DES 18. JAHRHUNDERTS | ROMISCHE SCHULE DES RAFAEL | ROMISCHE SCHULE DES XVI. JAHRHUNDERTS,8
Jtalienifcbe Scbule,Jtalienifbe Scbule | Jtalienifcbe Scbule | Jtalieniiche Scule | Jtalienilche Scule,8
BELGISCHER MEISTER,BELGISCHER KUNSTLER | BELGISCHER LANDSCHAFTSMALER | BELGISCHER MALER | BELGISCHER MEISTER,8
FLORENTINER MEISTER DES 17. JAHRHUNDERTS,FLORENTINER KARIKATURIST DES 16. JAHRHUNDERTS | FLORENTINER MEISTER DES 16. JAHRHUNDERT | FLORENTINER MEISTER DES 16. JAHRHUNDERTS | FLORENTINER MEISTER DES 17. JAHRHUNDERTS | FLORENTINER MEISTER DES 17.JAHRHUNDERTS | FLORENTINER MEISTER DES XVII. JAHRHUNDERTS,8
ENGLISCHER MEISTER des 19. Jahrhunderts,BELGISCHER MEISTER des 19. Jahrhunderts | DEUTSCHER MEISTER des 19. Jahrhunderts | ENGLISCHER MEISTER des 18. Jahrhunderts | ENGLISCHER MEISTER des 19. Jahrhunderts | ENGLISCHER MEISTER des 19.Jahrhunderts | Englischer Meister des 17. Jahrhunderts | Englischer Meister des 18. Jahrhunderts,8
Suddeutsch,Suddeutsch | Suddeutsob,8
Franzosischer Maler um 1750,Franzosischer Maler des 19. Jahrhunderts | Franzosischer Maler um 1750 | Franzosischer Portratist des 17. Jahrhunderts | Franzosischer Portratist um 1800,8
Hollandischer Maler um 1700,Hollandischer Maler um 1650 | Hollandischer Maler um 1700 | Hollandischer Maler um 1750 | Hollandischer Maler um 1780,8
SCUOLA UMBRO-SENESE,SCUOLA UMBRO-SENESE | SCUOLA UMBROSENESE | SCUOLAUMBRO-SENESE,7
Ecole flamande du XVI siecle,Ecole anglaise du XVII siecle | Ecole d'Anvers com.du XVI siecle | Ecole de Pistoia du XV siecle | Ecole flamande du XVI siecle | Ecole napolitaine du XVII siecle | Ecole romaine du XVIII siecle | Ecole venitienne du XVII siecle,7
MAiTRE FRANCAIS DU XVIE SIECLE,"MAITRE FRANCAIS DU XIVE SIECLE | MAITRE FRANCAIS DU XVe SIECLE | MAITRE FRANCAIS,DU XVIE SIECLE | MAITRE MILANAIS DU COMMENCEMENT DU XVIE SIECLE | MAITRE PISAN DU XIVE SIECLE | MAiTRE FRANCAIS DU COMMENCEMENT DU XVIE SIECLE | MAiTRE FRANCAIS DU XVIE SIECLE",7
Montelupo,Montelupo,7
ATELIER DES DELLA ROBBIA,ATELIER DE DONATELLO | ATELIER DE MIGNARD | ATELIER DES DELLA ROBBIA,7
ECOLE ANCIENNE,ECOLE ANCIENNE,7
UMBRISCHE SCHULE,UMBRISCH-BOLOGNESISCHE SCHULE | UMBRISCHE SCHULE | UMBRISCHFLORENTINISCHE SCHULE,7
Schwabische Schule,Schleichschule | Schwabische Schule | Schwindschule | SchwÃ¤bische Schule,7
Altkolnischer Meister,ALTKOLNISCHER MEISTER | Althollandischer Meister | Altkolnische Meister | Altkolnischer Meister | Altvlamischer Meister,7
SCHULE VON SIENA,SCHULE VON SEVILLA | SCHULE VON SIENA | SCHULE VONSIENA,7
Italiener des 16. Jahrhunderts,Italiener des 15. Jahrhunderts | Italiener des 16. Jahrhunderts | Italiener des 16.-18.Jahrhunderts | Italiener des 18. Jahrhunderts | Italiener des XVII. Jahrhunderts | Italiener vom Ende des 17. Jahrhunderts,7
Belgischer Meister,BELGISCH | Belgien | Belgische Meister | Belgischer Meister,7
SCHULE DES FRANCOIS CLOUET,SCHULE DES FRANCOIS BOUCHER | SCHULE DES FRANCOIS CLOUET | Schule des Francois Boucher,7
SPANISCHE SCHULE DES XVII. JAHRHUNDERTS,SPANISCHE SCHULE DES 17. JAHRHUNDERTS | SPANISCHE SCHULE DES 17.JAHRH. | SPANISCHE SCHULE DES XVI. JAHRHUNDERTS | SPANISCHE SCHULE DES XVII. JAHRH. | SPANISCHE SCHULE DES XVII. JAHRHUNDERTS | Spanische Schule des 17. Jahrhunderts,7
Englifche Schule,Dlamiiche Shule | Englifche Schule | Follandifche Schule | Lrombardiiche Schule | RoIniiche Schule | Sombardifche Schule,7
Galerie Helbing,Galerie Helbing,7
SCHWABISCHER MEISTER,SCHWABISCH-FRANKISCHER MEISTER | SCHWABISCHER MEISTER | SCHWABISCHER SIPPENMEISTER,7
FRANZOSISCHER MEISTER des 18.Jahrhunderts,FRANZOSISCHER MEISTER UM 1800 | FRANZOSISCHER MEISTER des 18. Jahrhunderts | FRANZOSISCHER MEISTER des 18.Jahrhunderts | FRANZOSISCHER MEISTER des 19. Jahrhunderts | FRANZOSISCHER MEISTER um 1600,7
MITTELITALIENISCH,MITTEL-ITALIENISCH | MITTELITALIENISCH | Mittelitalienisch,7
NORDDEUTSCH,NORDDEUTSCH | NORDDEUTSCHER MARINEMALER | NORDDEUTSCHER MEISTER | NORDDEUTSCHER PORTRATIST,7
DER MEISTER DES HL.BARTHOLOMAUS,DER MEISTER DER URSULA-LEGENDE | DER MEISTER DES HEILIGEN AGIDIUS | DER MEISTER DES HEISTERBACHER ALTARES | DER MEISTER DES HL.BARTHOLOMAUS | DER MEISTER DES MARIENLEBENS,7
HOLLAND. LANDSCHAFTSMALER,HOLLAND. LANDSCHAFTSMALER | HOLLANDISCHER LANDSCHAFTS= MALER UM 1700 | HOLLANDISCHER LANDSCHAFTSMALER | Hollandischer Landschaftsmaler | UNBEKANNTER NIEDERLANDISCHER LANDSCHAFTSMALER | Unbekannter Niederlander,7
Ecole Anglaise,Ecole Anglaise | Ecole framgaise,6
Scuola Tedesca,Ancienne ecole allemande | Scuola Tedesca | Scuola tedesca,6
ECOLE D'AVIGNON,ECOLE D'AVIGNON | ECOLE PRIMITIVE D'AVIGNON,6
MAITRE ALLEMAND DU SUD,"ALLEMAGNE DU SUD,FIN DU XVE SIECLE | ALLEMAGNE DU SUD,XVIIE SIECLE | MAITRE ALLEMAND | MAITRE ALLEMAND DU SUD | MAITRE ALLEMAND DU XVIIE SIECLE | MAiTRE ALLEMAND",6
"MAITRE VENITIEN,VERS 1300","MAITRE FLORENTIN,VERS 15OO | MAITRE VENITIEN, VERS 1490 | MAITRE VENITIEN,VERS 1300 | MAITRE VENITIEN,VERS 1500 | MAITRE VENITIEN,VERS 15OO | MAiTRE VENITIEN,VERS 1500",6
TUSCAN SCHOOL,TUSCAN SCHOOL | TUSCAN SCHOOL XIV CENTURY,6
HOLLANDAISE,ET HOLLANDAISE | HOLLANDAISE,6
Byzantinisch,BYZANTHINISCHER MEISTER | BYZANTINISCH | BYZANTINISCHER MALER DER BAROCKZEIT | BYZANTINISCHER MEISTER | Byzantinisch,6
SCHULE DES P. P. RUBENS,SCHULE DES P. P. RUBENS | SCHULE DES P.P. RUBENS | SCHULE des P.P.RUBENS | Schule des P.P. RUBENS,6
Yliederlandifche Schule,Yliederlandifche Schule | YliederlÃ¤ndifche Schule,6
ANTWERPENER SCHULE,ANTWERPENER SCHULE,6
NIEDERLANDER DES 17.JAHRHUNDERTS,NIEDERLANDER DES 17.JAHRHUNDERTS | NIEDERLANDER DES XVII. JAHRHUNDERTS | NIEDERLANDER DES XVII.JAHRH. | NIEDERLANDER DES XVIII. JAHRHUNDERTS | NIEDERLANDER VOM AUSGANG DES 17.JAHRHUNDERTS,6
Niederlander Schule um 1700,Niederlander Schule um 1620 | Niederlander Schule um 1680 | Niederlander Schule um 1700 | Niederlander Schule um 1800 | Niederlandische Schule um 1650,6
AUGSBURGER MEISTER,AUGSBURGER (?) MEISTER | AUGSBURGER KUNSTLER | AUGSBURGER MALER | AUGSBURGER MEISTER | AUGSBURGER SPATBAROCKMALER,6
SCHULE VAN DYCK,SCHULE DES A.v. DYCK | SCHULE DES ANTHONIS VAN DYCK | SCHULE DES L.DA VINCI | SCHULE DES VAN DYCK | SCHULE VAN DYCK,6
BOLOGNESER SCHULE DES 17.JAHRHUNDERTS,BOLOGNESER SCHULE DES 17.JAHRH. | BOLOGNESER SCHULE DES 17.JAHRHUNDERTS | BOLOGNESISCH 1.HALFTE DES 17.JAHRH. | BOLOGNESISCHE SCHULE 17.JAHRH. | BOLOGNESISCHE SCHULE DES XVII. JAHRHUNDERTS | BOLOGNESISCHER MEISTER DES 17. JAHRHUNDERTS,6
TIROLER MEISTER DES 15. JAHRHUNDERTS,TIROLER MEISTER DES 15. JAHRHUNDERTS | TIROLER MEISTER DES 16(?) JAHRHUNDERTS | TIROLER MEISTER DES 16.JAHRH. | TIROLER MEISTER DES 17.JAHRHUNDERTS | TIROLER MEISTER DES 18. JAHRHUNDERTS | TIROLER MEISTER des 17. Jahrhunderts,6
Aachener Meister,Aachener Meister,6
Bayrisch,BAYRISCH | Bayrisch,6
OSTERREICHISCHE SCHULE,OSTERREICHISCHE SCHULE | OSTERREICHISCHER BAROCKMALER | OSTERREICHISCHER HOFMALER | OSTERREICHISCHER KUNSTLER | OSTERREICHISCHER MALER,6
Leibl-Kreis,Leibl-Kreis | Leiblkreis,6
AMSTERDAMER MEISTER,AMSTERDAMER MANIERIST | AMSTERDAMER MEISTER | AMSTERDAMER SCHULE | AMSTERDAMERLANDSCHAFTER,6
SIENA,SIENA,6
SCUOLA LOMBARDA,SCUOLA BERGAMASCA | SCUOLA LOMBARDA | SCUOLA LOMBARDA-LEONARDESCA | SCUOLALOMBARDA,5
ANDRE DEL SARTO (Ecole de),ANDRE DEL SARTO (Ecole de) | SCHULE DES ANDREA deI SARTO | Schule des Andr. del Sarto | Schule des Andrea del Sarto,5
Scuola Inglese,Scuola Inglese,5
MAiTRE DE SOUABE,MAiTRE DE L'ALLEMAGNE DU SUD | MAiTRE DE L'ALLEMAGNE MERIDIONALE | MAiTRE DE LA MORT DE LA VIERGE | MAiTRE DE SOUABE | MAiTRE ROUX,5
ECOLE DU MIDI DE LA FRANCE,ECOLE DU MIDI DE LA FRANCE | ECOLE DU MIDIDE LA FRANCE,5
NEAPOLITAN SCHOOL,NEAPOLITAN SCHOOL | NEAPOLITANSCHOOL,5
Northern Italian,NORTH ITALIAN MASTER | Northern Italian,5
Umbrian,UMBRIANSCHOOL | UMBRIEN | UMBRISCH | Umbrian,5
VERONESE SCHOOL,RUBENS SCHOOL | VERONESE SCHOOL,5
Ecole Milanaise,Ecole Haut-italienne | Ecole Milanaise | Scuola Milanese,5
Schule Memling,SCHOOL OF HANS MEMLING | SCHOOL OF MEMLING | Schule Memling | Schule Memlings,5
"ITALIE,XVIE SIECLE","ITALIE,FIN DU XVIIIE SIECLE | ITALIE,FINDUXVIESIECLE | ITALIE,XVIE SIECLE | ITALIE,XVIIE SIECLE | ITALIE,XVIIESIECLE",5
