index,num,title,text,catalogue_id,image_online
137,197,"- J.CALLOT.Fantaisies.Recueil 1635.S.1.Eaux-fortes. dem. Série de gueux, 24 sujets. —Les Bohemiens en voyage,","- 197
- J.CALLOT.Fantaisies.Recueil 1635.S.1.Eaux-fortes. - Idem. Série de gueux, 24 sujets. —Les Bohemiens en voyage,",documents/BO0624_83643,
138,198,4 sujets.,- 198 4 sujets.,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000271-p.%2038.jpg/full/max/0/default.jpg
139,199,"HOUBRAKEN,A.Treize sujets bibliques.","- 199 HOUBRAKEN,A.Treize sujets bibliques.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000271-p.%2038.jpg/full/max/0/default.jpg
140,200,LOT VARIA de gravures anciennes.,- 200 LOT VARIA de gravures anciennes.,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000271-p.%2038.jpg/full/max/0/default.jpg
141,201,LOT VARIA.Huit planches:sujets de chevaux. Anciens et,- 201 LOT VARIA.Huit planches:sujets de chevaux. Anciens et,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000271-p.%2038.jpg/full/max/0/default.jpg
142,202,- 203,"- 202
- 203",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000271-p.%2038.jpg/full/max/0/default.jpg
143,204,- modernes.,"- 204
- modernes.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000271-p.%2038.jpg/full/max/0/default.jpg
144,I,dem. Dix planches.,- Idem. Dix planches.,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000271-p.%2038.jpg/full/max/0/default.jpg
145,I,"dem. Trente planches, d’apres V.Adam.","- Idem. Trente planches, d’apres V.Adam.
- CARLE VERNET.Dix-neuf planches. Chevaux.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000271-p.%2038.jpg/full/max/0/default.jpg
146,205,V.ADAM.Douze planches idem.,- 205 V.ADAM.Douze planches idem.,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000271-p.%2038.jpg/full/max/0/default.jpg
147,206,AUBRY.Histoire pittoresque de Pequitation ancienne et moderne.,- 206 AUBRY.Histoire pittoresque de Pequitation ancienne et moderne.,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000271-p.%2038.jpg/full/max/0/default.jpg
148,207,DE LA RIVIERE. Portraits des papes et empereurs (fatigue).,- 207 DE LA RIVIERE. Portraits des papes et empereurs (fatigue).,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000271-p.%2038.jpg/full/max/0/default.jpg
149,208,LOT VARIA de neuf gravures au burin.,- 208 LOT VARIA de neuf gravures au burin.,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000271-p.%2038.jpg/full/max/0/default.jpg
150,209,SAINT-AUBIN. Neuf diff.portraits de personnages historiques.,- 209 SAINT-AUBIN. Neuf diff.portraits de personnages historiques.,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000271-p.%2038.jpg/full/max/0/default.jpg
151,210,"les contes de Lafontaine,La Henriade, etc.,in-8.","- 210 les contes de Lafontaine,La Henriade, etc.,in-8.
- MOREAU LE JEUNE. Soixante-sept gravures pour illustrer",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000271-p.%2038.jpg/full/max/0/default.jpg
152,21,I PINELLI. Six diff. sujets classiques.,- 21I PINELLI. Six diff. sujets classiques.,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000271-p.%2038.jpg/full/max/0/default.jpg
153,213,AUDRAN d'apres BOURDON. Sept differ. sujets classiques. LOT VARIA de quatorze planches figures.,- 213 AUDRAN d'apres BOURDON. Sept differ. sujets classiques. - 212 LOT VARIA de quatorze planches figures.,documents/BO0624_83643,
154,214,LOT VARIA.Figures.,- 214 LOT VARIA.Figures.,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000271-p.%2038.jpg/full/max/0/default.jpg
155,215,Idem.Idem.26 feuilles.,- 215 Idem.Idem.26 feuilles.,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000271-p.%2038.jpg/full/max/0/default.jpg
156,216,Idem.Diverses gravures et eaux-fortes.,- 216 Idem.Diverses gravures et eaux-fortes.,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000271-p.%2038.jpg/full/max/0/default.jpg
157,217,- SAINT-AUBIN. Quatre feuilles de la suite des &amp; Jeux des gamins de Paris 》.Burin.,"- 217
- SAINT-AUBIN. Quatre feuilles de la suite des &amp; Jeux des gamins de Paris 》.Burin.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000272-p.%2039.jpg/full/max/0/default.jpg
158,218,"LOT de quatre gravures modernes d'apres Fortuny, Hans Mackart, etc.","- 218 LOT de quatre gravures modernes d'apres Fortuny, Hans Mackart, etc.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000272-p.%2039.jpg/full/max/0/default.jpg
159,219,LOT VARIA. Quatre gravures modernes.,- 219 LOT VARIA. Quatre gravures modernes.,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000272-p.%2039.jpg/full/max/0/default.jpg
160,220,"autres, dem. Cinq gravures d'apres Dyckmans, Cermack et","- 220 autres, - Idem. Cinq gravures d'apres Dyckmans, Cermack et",documents/BO0624_83643,
161,221,- l'eau-forte.,"- 221
- l'eau-forte.
- WILMAN, d’apres MARAK.Les Quatre Saisons. Paysages a",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000272-p.%2039.jpg/full/max/0/default.jpg
162,222,LELEU ARM.ET NANTEUIL. Cinq differentes lithographies.,- 222 LELEU ARM.ET NANTEUIL. Cinq differentes lithographies.,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000272-p.%2039.jpg/full/max/0/default.jpg
163,223,Em.Wauters.,- 223 Em.Wauters.,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000272-p.%2039.jpg/full/max/0/default.jpg
164,224,"- LOT de quatres gravures modernes d'apres Hamon, Madou et","- 224
- LOT de quatres gravures modernes d'apres Hamon, Madou et
- LOT de trente-sept planches coloriees. Costumes italiens.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000272-p.%2039.jpg/full/max/0/default.jpg
165,225,Idem de treize feuilles en couleur. Musee populaire de Belgique.,"- 225 Idem de treize feuilles en couleur. Musee populaire de Belgique.
- Costumes militaires par Dillens, Heyndrickx, etc., etc.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000272-p.%2039.jpg/full/max/0/default.jpg
166,226,LOTVARIA.,- 226 LOTVARIA.,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000272-p.%2039.jpg/full/max/0/default.jpg
167,227,LOT de portraits d'hommes illustres de tous les pays.,- 227 LOT de portraits d'hommes illustres de tous les pays.,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000272-p.%2039.jpg/full/max/0/default.jpg
168,228,- Almanach d'Amsterdam 1762.(Fatigue.),"- 228
- Almanach d'Amsterdam 1762.(Fatigue.)",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000272-p.%2039.jpg/full/max/0/default.jpg
169,229,- DAVID(D'apres). Portrait de l'imperatrice Marie-Louise. Maniere noire av.l. 1.,"- 229
- DAVID(D'apres). Portrait de l'imperatrice Marie-Louise. Maniere noire av.l. 1.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000272-p.%2039.jpg/full/max/0/default.jpg
170,230,"CHAPONNIER, d'apres FOURNIER. Le Retour de la promenade.—HENRI GERARD,d'apres MARGUER. GERARD.","- 230 CHAPONNIER, d'apres FOURNIER. Le Retour de la promenade.—HENRI GERARD,d'apres MARGUER. GERARD.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000272-p.%2039.jpg/full/max/0/default.jpg
171,231,"- Le Bouquet. Deux feuilles av. l. l., maniere noire.","- 231
- Le Bouquet. Deux feuilles av. l. l., maniere noire.
- DE LAUNAY,d'apres AUBRY.Premiere Lecon.-BERVIC, d'apres LEPICIE. La Demande accepte.Deux feuilles. Burin.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000272-p.%2039.jpg/full/max/0/default.jpg
172,233,233,"233
- DE LAUNAY,d'apres WEENIX.La Partie de plaisir. AVRIL, dapres BERGHEM. Le Passage du Rhin.Deux feuilles. Burin.
- BOLSWERT, d'apres VAN DYCK. Ivresse de Silene.— VISCHER et BASAN. La Mort aux rats. Deux eaux-fortes.
- VANGELISTY,d'apres GuIDo RENI.Pyrame et Thisbe.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000272-p.%2039.jpg/full/max/0/default.jpg
173,234,"AVRIL,d'apres LOUISE VIGEE-LEBRUN.Portrait de Mme Vigee-Lebrun avec sa fille. Av. 1. 1.Deux feuilles. Burin.","- 234 AVRIL,d'apres LOUISE VIGEE-LEBRUN.Portrait de Mme Vigee-Lebrun avec sa fille. Av. 1. 1.Deux feuilles. Burin.
- BERVIC, d'apres REGNAULT et GuIDo RENI. L'Education 235 d'Achille et l'Enlevement de Dejanire. Deux feuilles. Burin.
- LOTVARIA.AVRIL,d'apres LESUEUR.-BOLSWERT, 236 d'apres RUBENS et aut. Ens.3 feuilles.",documents/BO0624_83643,
174,237,LOT de six differentes bonnes gravures.,"- 237 LOT de six differentes bonnes gravures.

<!-- image -->",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000281-p.%2040.jpg/full/max/0/default.jpg
175,238,239,"238

239",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000282-p.%20%5B41%5D.jpg/full/max/0/default.jpg
176,240,241,"240

241

## SCULPTURES

## DoM.VAN DEN BOSSCHE

Nymphe et Dieu Pan (Terre cuite).

Signe : D. VAN DEN BossCHE, 1883.

## ANTOINE VAN EENAEME

La Fuite en Egypte (Modele platre).

Panneau execute en ronde-bosse. Des anges accompagnent et protegent la Sainte Famille.

Haut.1.15;Larg.1.40.

Haut.o.5o;Larg.o.84

LEMEME

Amour couche.

JEFLAMBEAUX

Dis bo njour (Modele platre).

Une jeune femme accroupie tient un enfant et lui fait faire le geste d'envoyer un baiser.

Signe:JEF LAMBEAUx,Antw.,1875.

Haut.1.00.

Haut,0.94",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000282-p.%20%5B41%5D.jpg/full/max/0/default.jpg
177,243,## Lutteurs.,"243

## Lutteurs.

Deux hommes aux prises s'etreignent et lun d'eux a perdu pied.

Signe:JEFLAMBEAUx,Bruxelles,1883.

Platre ciré. Haut,o.7o; Larg. o.66.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000291-p.%2042.jpg/full/max/0/default.jpg
178,244,Objets omis au catalogue.,"244 Objets omis au catalogue.

<!-- image -->

## JEFLAMBEAUX

## Le Bain force (Modele platre).

Un gamin d'une quinzaine d'annees se prepare a prendre un bain de riviere. Il porte sur les epaules un enfant qui hurle de peur aux approches de l'inexorable plongeon.

Haut.1 8o.

## LE MEME",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000291-p.%2042.jpg/full/max/0/default.jpg
