ZERI,variants,new
,(22 Stick): a) Brustbild einer jungen Frau mit ge,True
,Poulton-Nicholson Nr,True
,"von 9 altgriechischen Tonvasen: 3 rot-und eine schwarzfigurige, zwei mit ornamentalem Dekor, eine mit zwei gerillten Zonen, zwei schwarz",True
,VON 50 TASCHENUHREN DES 18,True
,Alex,True
,"VON 30 DECKELDOSEN,hierzu EIN DOSENDECKEL,alle rund",True
,"Lanna, Prag",True
,G,True
,"Jaffe, Hamburg, Katalog Nr",True
,"Narischkin,Nr",True
,WEBER HAMBURG,True
,"BARON ALBERT OPPENHEIM COLN,BAND IGEMALDE",True
,"Schubert, Muinchen",True
,Paul Delarow,True
,haben die zwei rheinischen Manufakturen Hochst und Frankenthal entschieden das Ubergewicht,True
,Porges Nr,True
,der Herzogin von Bojano;abgebildet im Racontars,True
,der Herzogin yon Bojano,True
,Sangiorgi,True
,"VON 88 FINGERRINGEN aus Silber,Bronze und anderen Metallen",True
,Seligsohn,True
,Lanna und Seligsohn,True
,Riabuschinschky,True
,de Segur,True
,des Herzogs von Rutland,True
,Wynn Ellis,True
,des Herzogs von Choiseul und von Ch,True
,des Kardinals Fesch,True
,"der Konigin Charlote von Wurttemberg, Prinzessin von GroBbritannien",True
,des Herzogs von Leuchtenberg,True
,Laena,True
,Fileol,True
,jugendlicher Paare,True
,"eine betrachtliche Anzahl guter Olgemalde,von einer Reise durch Belgien, Frankreich und Italien heim",True
,"von Kunstsachen unter dem Druck der Kriegsjahre nachhaltig litten —oftmals Gelegenheit, wertuolle alte Gemalde fuir maβige Preise zu erwerben",True
,"zum Verkauf kamen, wie unter anderm die schon durch den Catalog des Gallerie-Directors Oestreich von 1763 und durch Fuessly's Kinstlerlexikon bekannt gewordene von Stenglin'sche Sammlung, sowie die ebenfalls rihmlichst bekannte, durch den Catalog des Kunstmaklers Noodt von 1824 ausfihrlicher beschriebene von Castell-Bedernau'sche Collektion und ein Teil der alten und wohl renommierten von Truchsess'schen Sammlung, der lange in Hamburg verpfandet war, und endlich ganz hierher gelangte",True
,"sowie die ebenfalls rihmlichst bekannte, durch den Catalog des Kunstmaklers Noodt von 1824 ausfihrlicher beschriebene von Castell-Bedernau'sche Collektion und ein Teil der alten und wohl renommierten von Truchsess'schen Sammlung, der lange in Hamburg verpfandet war, und endlich ganz hierher gelangte",True
,"der lange in Hamburg verpfandet war, und endlich ganz hierher gelangte",True
,"mehrte sich zugleich durch manches Bild,welches ganz vereinzelt im Privatbesitz gewesen und wenig geachtet war, oder zurickgestellt und fast vergessen, erst wieder hervorgezogen und angeboten ward, als es bekannt geworden, daB hier Gemalde gesammelt wurden",True
,"des Reichsritters Pachner von Egenstorf,Wien,erworben",True
,des Kunstmaklers Noodt erworben,True
,Konig Karls 1,True
,Stockel erworben,True
,eines Libecker Domherrn erworben,True
,Stenglin 1822aufgenommen,True
,"Johann Casanova,Rom 1763, dann im Besitz des Direktors der Malerakademie zu Dresden und gelangte durch Vermittlung des Professors Johann Christian Klengel in die Sammlung von Heintze",True
,von Heintze,True
,von Pachner-Egenstorf erworben,True
,von Stockel erworben,True
,des Baron von Schonfeld nach Wien und aus dieser in die Sammlung von Heintze,True
,Walcker in Minneapolis,True
,"im Johanneum, Dresden",True
,Lobmeyr,True
,Graf Munster,True
,Talmudscher Tor= heiten,True
,Hamminger,True
,"Berlin,Nr",True
,"Greb,Kuppelmayer,Pannwitz,Leonhard,Leinhaas usw",True
,James Simon,True
,Direktor J,True
,Heinrich Kaven-Grunewald 1909,True
,Freiherr Josef von LaBberg,True
,"Karl Meyer, Wien 1914",True
,Freiherr Von Mecklenburg auf Pantlitz,True
,und Innen-Einrichtung der Villa des Geh,True
,von 144 lithographischen Tafeln in Farben mit Reproduktionen nach den Handzeichnungen der Albertina,True
,orientalischer Teppiche,True
,"Alfred Schindler, Wien",True
,"《, 1915,S",True
,"Weber, Hamburg",True
,Wauters,True
,Habich und A,True
,de Vos und R,True
,Collins und R,True
,"John Barnard, W",True
,"Benoit Oppenheim,Berlin",True
,Johann Orth,True
,"und ,Eine Liebe"" von Franz Hermann MeiBner,Munchen, Hanfstengl 1897, besch",True
,"Albertine a Vienne avec cinquante heliogravures en Facsimile et huit vignettes, publie par Moritz Bande und Mappen der Goethe-Gesellschaft,Origl",True
,Nurnberg o,True
,"persischer Gedichte, Hamburg 1856Deecke, Lubische Geschichten und Sagen,Lubeck 1890, abgegr",True
,"von Volksgesangen, 2 Bde",True
,Lanna Prag,True
,Hedlinger,True
,Rossi,True
,"Georg Hirth, I",True
,Georg Kitzinger 1912; G,True
,Cahn-Speyer (Porzellanflakons),True
,"Fritz Clemm-Berlin 1907; Emden-Hamburg I, 1908;Jourdan,Frankfurt 1910;Lanna-Prag II, 1911; Gerhardt-Budapest I, 1911; Gieldzinski-Danzig 1912;Montoga-Madrid 1912",True
,"Charles Sedelmeyer-Paris (Erstes Hundert,Tafel 78) und Aifred von Strasser-Wien",True
,des Herzogs von Sachsen-Altenburg,True
,"Robinson, in Bronze u",True
,Baron Alb,True
,Castiglioni,True
,Bandli,True
,"von 30 Originalradierungen, davon 20 in Vorzugsdrucken auf aufgewalztem China",True
,Baron von Heintze,True
,"Cichorius, Leipzig",True
,Weisbach,True
,von Pannwitz,True
,"Gillot,Paris",True
,Gustav Guterbock t-Berlin,True
,"VON 88 FINGERRINGEN aus Silber, Bronze und anderen Metallen,z",True
,La nna und Seli g sohn,True
,Comte R,True
,Karl Frank-Augsburg,True
,"STROGANOFF,Pollak,Ludwig et Hunoz,Antonio",True
,"Gieldzynsky,Danzig",True
,"Domenico Bossi, Auktion Helbing",True
,"Matthes, Berlin",True
,"Geheimrat Cremer,Dortmund,benutzt",True
,Spiridon dem Borgognone zugeschrieben,True
,"Spiridon dem Filippino Lippi zugeschrieben; doch scheint der von van Marle (Aprilheft des Cicerone 1929) vorgeschlagene Name des Pier di Lorenzo Pratese, eines Kunstlers aus dem Pesellinokreise, glucklicher den fruheren Stil der Tafel zu bezeichnen",True
,Spiridon wurde das Bildnis dem Holbein zugeschrieben,True
,Spiridon wurde das Bild dem Defendente Ferrari zugeschrieben,True
,VON 433 GIPSABGUSSEN NACH BERUHMTEN MUSEEN,True
,von 142 ganzseitigen Lithographien,True
,von 15 Original-Radierungen,True
,von 58 Original-Radierungen mit Karikaturen von Heath,True
,VON 11 BRONZEPLAKETTEN UND GEDACHTNIS MuNZEN zur franzosishen Revolution und zum Kaiserreic,True
,VON 30 KUPFERN mit griechischer Vasenmalerei,True
,OF VOyAGES AND TRAVELS,True
,Riesebieter in Oldenburg sowie im Stadtischen Museum in Braunshweig,True
,Riesebieter und in der Sammlung Zimmermann= Berlin,True
,Zimmermann= Berlin,True
,Riesebieter (abgeb,True
,"Riesebieter (Riesebieter, Fayencen, Abb",True
,Heiland 《v,True
,"Heiland, Olga Bloh, Die Kasseler Fayencemanufaktur, Abb",True
,Leo Lehmann Frankfurt a,True
,"Bardini, Florenz; vgl",True
,Bardini,True
,Pagan de Paganis in Bologna,True
,"VON ALTEN SILBERNEN BUCHSCHLIESSEN, 89 Stuick und 5 Fragmente",True
,WAKAI,True
,Freiherr von Heintze-Wackenroder,True
,Freiherr von Heintze Wackenroder,True
,des Herzogs von Leuchtenberg; in dem von Passavant verfabten Katalog der Sammlung als Van Dydk beschrieben und von Muxel gestochen,True
,als Van Dydk beschrieben und von Muxel gestochen,True
,Pringsheim (Nr,True
,Fairfax Murray,True
,Roussel in Nanterre bekannt ist,True
,"Kommerzienrat Schmeil,Dresden",True
,"De Ridder,Auktion Munchen, 9",True
,"Zahn,Auktion Munchen, d",True
,"Zahn, Auktion Muinchen, d",True
,"Zahn,Auktion Munchen, den 20",True
,"Hering,Auktion Munchen, den 29",True
,"Tuingler, Auktion Muinchen, den 5",True
,"Hering, Auktion Munchen,29",True
,"Georg Hirth,Auktion Munchen, d",True
,sehr aufgeregt gestikulierender und auf ein an der Wand hinter ihnen hangendes ordensgeschmucktes Herrenportrat weisender Manner,True
,Bedkerath,True
,Praun von Italien nah Deutsdhland gelangte,True
,"Geheimrat Naumjen, Baden-Baden und Sammlung Direktor Theodor Schall, Baden-Baden",True
,"Direktor Theodor Schall, Baden-Baden",True
,Lanna Nr,True
,"Bertha Schafranedk, Wien",True
,Geheimrat v,True
,"Geheimrat Seligmann,Koblenz, Nr",True
,"Launa,2",True
,"Eysler, Wien",True
,Campe,True
,Philippi,True
,Grahl,True
,"Gottfried Winkler, Leipzig",True
,Hartlaub und Rol,True
,di Roma,True
,di sedici pezzi in bronzo per mobili Louis XVI di varia grandezza e soggetti,True
,"di numero 21 bronzi Impero,accessori per mobili, disegni assortiti, varii per soggetto e grandezze,da pezzi di 32 centimetri di lunghezza a dimensioni minori",True
,"composta di tre grandi tazze cilindriche con manichi, tre tazze con relativi piattelli a manichi, una vaschetta ovale e due piccoli vassoi quadri,lavori in terracotta con ornati e figure greche ed egizie in nero, rosso e bianco",True
,francese,True
,ma marcato in bianco,True
,des Museums schlesischer Alterthumer,True
,zu Cassel,True
,von Eugen Felix in Leipzig Katalog,True
,Richard Zschille,True
,des Prinzen Carl von Preussen,True
,Marfels,True
,des principales pieces de la galerie darmes anciennes de Madrid,True
,des Freiherrn Albert von Oppenheim in Koln,True
,zu Sigmaringen,True
,of Llewelyn Meyrick etc,True
,zu Madrid,True
,d'armes de S,True
,des Particuliers J,True
,in Turin,True
,in Originalphotographien,True
,"zu Nurnberg, der kunsthistorischen Sammlungen des A",True
,des A,True
,"von Abbildungen tirkischer, arabischer, persischer, centralasiatischer und indischer Metallobjecte",True
,zu St,True
,des Grafen S,True
,Kuppelmayr-Munchen,True
,des kgl,True
,der Uffizien zu,True
,Ralph Bernal 1855,True
,Mention et Wagner 1838 (Armes anciens),True
,"de quarante caricatures militaires de tous pays, euvre pleine d'humour, du celebre caricaturiste",True
,des rois de France,True
,"DE 2o6 MEDAILLEs en bronze de differents modules, frappees sous le premier Empire",True
,du comte S,True
,"'de quarante-deux croix,la plupart byzantines, en argent,vermeil et or maille,et une chaine en argent emaille",True
,"de vingt-quatre objets, se composant d'une chaine, de reliquaires, de croix et d'autels domestiques, en argent, vermeil, email, ivoire et pierres precieuses",True
,du baronPichon,True
,"de Cambaceres,prince archi chancelier du premier Empire,duc de Parme,etc",True
,"du duc Melzi d'Eril, comme Long",True
